lr-Adam,step,train_loss,L_comp,L_IC,L_phys,L_obs,L_ae,N_steps,epoch,val_loss
,18849,0.08213979750871658,0.005244696978479624,0.04012361168861389,0.03528684750199318,0.001456407830119133,2.8228916562511586e-05,18.0,273,
9.999999999999994e-05,18899,,,,,,,,,
9.999999999999994e-05,18899,,,,,,,,,
9.999999999999994e-05,18899,,,,,,,,,
,18899,0.10532800108194351,0.004553040489554405,0.06598835438489914,0.03351852297782898,0.001242567435838282,2.5513727450743318e-05,18.0,273,
,18905,,,,,,,,273,0.9437344074249268
9.999999999999994e-05,18949,,,,,,,,,
9.999999999999994e-05,18949,,,,,,,,,
9.999999999999994e-05,18949,,,,,,,,,
,18949,0.08558981865644455,0.0003060458111576736,0.04762258380651474,0.03652381896972656,0.0011106752790510654,2.669894092832692e-05,18.0,274,
,18974,,,,,,,,274,0.9338609576225281
9.999999999999994e-05,18999,,,,,,,,,
9.999999999999994e-05,18999,,,,,,,,,
9.999999999999994e-05,18999,,,,,,,,,
,18999,0.0766829252243042,0.03455660492181778,0.010248443111777306,0.030821939930319786,0.0010276262182742357,2.8302421924308874e-05,18.0,275,
,19043,,,,,,,,275,0.9277212023735046
9.999999999999994e-05,19049,,,,,,,,,
9.999999999999994e-05,19049,,,,,,,,,
9.999999999999994e-05,19049,,,,,,,,,
,19049,0.09165790677070618,0.0044000777415931225,0.05050625279545784,0.035531528294086456,0.001193671952933073,2.6375200832262635e-05,18.0,276,
9.999999999999994e-05,19099,,,,,,,,,
9.999999999999994e-05,19099,,,,,,,,,
9.999999999999994e-05,19099,,,,,,,,,
,19099,0.09382545202970505,0.03867660462856293,0.008710904978215694,0.04506289213895798,0.0013481384376063943,2.6914804038824514e-05,18.0,276,
,19112,,,,,,,,276,0.948669970035553
9.999999999999994e-05,19149,,,,,,,,,
9.999999999999994e-05,19149,,,,,,,,,
9.999999999999994e-05,19149,,,,,,,,,
,19149,0.09364807605743408,0.00047716539120301604,0.056213755160570145,0.03577845171093941,0.0011528758332133293,2.5828747311607003e-05,18.0,277,
,19181,,,,,,,,277,0.9416070580482483
9.999999999999994e-05,19199,,,,,,,,,
9.999999999999994e-05,19199,,,,,,,,,
9.999999999999994e-05,19199,,,,,,,,,
,19199,0.10344146937131882,0.0033337033819407225,0.06061336398124695,0.038553543388843536,0.0009127109660767019,2.8148320780019276e-05,18.0,278,
9.999999999999994e-05,19249,,,,,,,,,
9.999999999999994e-05,19249,,,,,,,,,
9.999999999999994e-05,19249,,,,,,,,,
,19249,0.08629793673753738,0.005735432729125023,0.048181116580963135,0.031118063256144524,0.0012375031365081668,2.5813549655140378e-05,18.0,278,
,19250,,,,,,,,278,0.9278472661972046
9.999999999999994e-05,19299,,,,,,,,,
9.999999999999994e-05,19299,,,,,,,,,
9.999999999999994e-05,19299,,,,,,,,,
,19299,0.08238182961940765,0.0033423996064811945,0.044915374368429184,0.03301398456096649,0.0010833102278411388,2.67626437562285e-05,18.0,279,
,19319,,,,,,,,279,0.934924840927124
9.999999999999994e-05,19349,,,,,,,,,
9.999999999999994e-05,19349,,,,,,,,,
9.999999999999994e-05,19349,,,,,,,,,
,19349,0.12028580158948898,0.03491329774260521,0.04636645317077637,0.03797585517168045,0.0010051449062302709,2.5045665097422898e-05,18.0,280,
,19388,,,,,,,,280,0.9302846789360046
9.999999999999994e-05,19399,,,,,,,,,
9.999999999999994e-05,19399,,,,,,,,,
9.999999999999994e-05,19399,,,,,,,,,
,19399,0.08942791819572449,0.0003534348215907812,0.06001667305827141,0.02751396782696247,0.001518139848485589,2.570081051089801e-05,18.0,281,
9.999999999999994e-05,19449,,,,,,,,,
9.999999999999994e-05,19449,,,,,,,,,
9.999999999999994e-05,19449,,,,,,,,,
,19449,0.12199100852012634,0.03330349922180176,0.0450921356678009,0.042372725903987885,0.001195493503473699,2.7155294446856715e-05,18.0,281,
,19457,,,,,,,,281,0.9310747385025024
9.999999999999994e-05,19499,,,,,,,,,
9.999999999999994e-05,19499,,,,,,,,,
9.999999999999994e-05,19499,,,,,,,,,
,19499,0.10783404111862183,0.03266901150345802,0.042626362293958664,0.03137695789337158,0.0010974552715197206,6.425239553209394e-05,18.0,282,
,19526,,,,,,,,282,0.9385648369789124
9.999999999999994e-05,19549,,,,,,,,,
9.999999999999994e-05,19549,,,,,,,,,
9.999999999999994e-05,19549,,,,,,,,,
,19549,0.09718764573335648,0.003463221713900566,0.04856334626674652,0.04407257214188576,0.0010576080530881882,3.089732854277827e-05,18.0,283,
,19595,,,,,,,,283,0.9337091445922852
9.999999999999994e-05,19599,,,,,,,,,
9.999999999999994e-05,19599,,,,,,,,,
9.999999999999994e-05,19599,,,,,,,,,
,19599,0.0884174257516861,0.002273493679240346,0.050068989396095276,0.03494718298316002,0.0011011516908183694,2.6614650778356008e-05,18.0,284,
9.999999999999994e-05,19649,,,,,,,,,
9.999999999999994e-05,19649,,,,,,,,,
9.999999999999994e-05,19649,,,,,,,,,
,19649,0.14137938618659973,0.034806109964847565,0.05778459459543228,0.04700060188770294,0.0017467864090576768,4.129587614443153e-05,18.0,284,
,19664,,,,,,,,284,0.9306652545928955
9.999999999999994e-05,19699,,,,,,,,,
9.999999999999994e-05,19699,,,,,,,,,
9.999999999999994e-05,19699,,,,,,,,,
,19699,0.12096456438302994,0.03352677822113037,0.05551103875041008,0.0309307798743248,0.0009545765351504087,4.1384511860087514e-05,18.0,285,
,19733,,,,,,,,285,0.9359727501869202
9.999999999999994e-05,19749,,,,,,,,,
9.999999999999994e-05,19749,,,,,,,,,
9.999999999999994e-05,19749,,,,,,,,,
,19749,0.11512668430805206,0.03477925807237625,0.04658396914601326,0.032450489699840546,0.001214930322021246,9.803271677810699e-05,18.0,286,
9.999999999999994e-05,19799,,,,,,,,,
9.999999999999994e-05,19799,,,,,,,,,
9.999999999999994e-05,19799,,,,,,,,,
,19799,0.07132212072610855,0.0007842167397029698,0.042396727949380875,0.02717624418437481,0.0009334381902590394,3.14942590193823e-05,18.0,286,
,19802,,,,,,,,286,0.9216180443763733
9.999999999999994e-05,19849,,,,,,,,,
9.999999999999994e-05,19849,,,,,,,,,
9.999999999999994e-05,19849,,,,,,,,,
,19849,0.10409128665924072,0.031678058207035065,0.04270956292748451,0.028657110407948494,0.00101953384000808,2.7016008971258998e-05,18.0,287,
,19871,,,,,,,,287,0.9270894527435303
9.999999999999994e-05,19899,,,,,,,,,
9.999999999999994e-05,19899,,,,,,,,,
9.999999999999994e-05,19899,,,,,,,,,
,19899,0.07834643870592117,0.004738307558000088,0.04238821566104889,0.030086353421211243,0.0011070765322074294,2.6485102353035472e-05,18.0,288,
,19940,,,,,,,,288,0.9337767958641052
9.999999999999994e-05,19949,,,,,,,,,
9.999999999999994e-05,19949,,,,,,,,,
9.999999999999994e-05,19949,,,,,,,,,
,19949,0.11920765042304993,0.03669770807027817,0.04436620697379112,0.037191569805145264,0.00092477654106915,2.7396978111937642e-05,18.0,289,
9.999999999999994e-05,19999,,,,,,,,,
9.999999999999994e-05,19999,,,,,,,,,
9.999999999999994e-05,19999,,,,,,,,,
,19999,0.11200909316539764,0.028673142194747925,0.05542963370680809,0.02703293412923813,0.0008489890024065971,2.4393955754931085e-05,18.0,289,
,20009,,,,,,,,289,0.9347225427627563
9.999999999999994e-05,20049,,,,,,,,,
9.999999999999994e-05,20049,,,,,,,,,
9.999999999999994e-05,20049,,,,,,,,,
,20049,0.09795843064785004,0.030050303786993027,0.037142373621463776,0.029544174671173096,0.0011969233164563775,2.4663246222189628e-05,19.0,290,
,20078,,,,,,,,290,0.9320569634437561
9.999999999999994e-05,20099,,,,,,,,,
9.999999999999994e-05,20099,,,,,,,,,
9.999999999999994e-05,20099,,,,,,,,,
,20099,0.1235271543264389,0.03904126212000847,0.04834524542093277,0.035200588405132294,0.0009054829133674502,3.457716593402438e-05,19.0,291,
,20147,,,,,,,,291,0.9233440160751343
9.999999999999994e-05,20149,,,,,,,,,
9.999999999999994e-05,20149,,,,,,,,,
9.999999999999994e-05,20149,,,,,,,,,
,20149,0.09989406913518906,0.028773615136742592,0.04238548129796982,0.02786078117787838,0.0008497120579704642,2.4483528250129893e-05,19.0,292,
9.999999999999994e-05,20199,,,,,,,,,
9.999999999999994e-05,20199,,,,,,,,,
9.999999999999994e-05,20199,,,,,,,,,
,20199,0.07668063789606094,0.0006518564186990261,0.04036230221390724,0.03456916660070419,0.001072634942829609,2.4673228836036287e-05,19.0,292,
,20216,,,,,,,,292,0.9260440468788147
9.999999999999994e-05,20249,,,,,,,,,
9.999999999999994e-05,20249,,,,,,,,,
9.999999999999994e-05,20249,,,,,,,,,
,20249,0.1060108169913292,0.03185854107141495,0.039585892111063004,0.03347279131412506,0.001060049282386899,3.3544190955581143e-05,19.0,293,
,20285,,,,,,,,293,0.9517530202865601
9.999999999999994e-05,20299,,,,,,,,,
9.999999999999994e-05,20299,,,,,,,,,
9.999999999999994e-05,20299,,,,,,,,,
,20299,0.11828742921352386,0.04484384134411812,0.03888561576604843,0.033353157341480255,0.001145802205428481,5.9008976677432656e-05,19.0,294,
9.999999999999994e-05,20349,,,,,,,,,
9.999999999999994e-05,20349,,,,,,,,,
9.999999999999994e-05,20349,,,,,,,,,
,20349,0.08142633736133575,0.004441371653228998,0.04643987864255905,0.02954825758934021,0.0009722067043185234,2.4621853299322538e-05,19.0,294,
,20354,,,,,,,,294,0.9303106069564819
9.999999999999994e-05,20399,,,,,,,,,
9.999999999999994e-05,20399,,,,,,,,,
9.999999999999994e-05,20399,,,,,,,,,
,20399,0.06512578576803207,0.00041697052074596286,0.0370858833193779,0.026636049151420593,0.0009632521541789174,2.362659142818302e-05,19.0,295,
,20423,,,,,,,,295,0.9273467659950256
9.999999999999994e-05,20449,,,,,,,,,
9.999999999999994e-05,20449,,,,,,,,,
9.999999999999994e-05,20449,,,,,,,,,
,20449,0.09063749015331268,0.02348523959517479,0.03821399062871933,0.027455713599920273,0.001457771984860301,2.4775032215984538e-05,19.0,296,
,20492,,,,,,,,296,0.9342649579048157
9.999999999999994e-05,20499,,,,,,,,,
9.999999999999994e-05,20499,,,,,,,,,
9.999999999999994e-05,20499,,,,,,,,,
,20499,0.0683637410402298,0.00039935309905558825,0.0378827340900898,0.028668010607361794,0.0013888905523344874,2.4751012460910715e-05,19.0,297,
9.999999999999994e-05,20549,,,,,,,,,
9.999999999999994e-05,20549,,,,,,,,,
9.999999999999994e-05,20549,,,,,,,,,
,20549,0.09926406294107437,0.030929958447813988,0.038496509194374084,0.028887569904327393,0.00092701317043975,2.30043751798803e-05,19.0,297,
,20561,,,,,,,,297,0.9364662170410156
9.999999999999994e-05,20599,,,,,,,,,
9.999999999999994e-05,20599,,,,,,,,,
9.999999999999994e-05,20599,,,,,,,,,
,20599,0.07037945091724396,0.0003237607888877392,0.038412779569625854,0.03057628683745861,0.0010433014249429107,2.332101939828135e-05,19.0,298,
,20630,,,,,,,,298,0.9283000826835632
9.999999999999994e-05,20649,,,,,,,,,
9.999999999999994e-05,20649,,,,,,,,,
9.999999999999994e-05,20649,,,,,,,,,
,20649,0.0762568861246109,0.00044203782454133034,0.043733686208724976,0.030872829258441925,0.0011821705847978592,2.6165536837652326e-05,19.0,299,
9.999999999999994e-05,20699,,,,,,,,,
9.999999999999994e-05,20699,,,,,,,,,
9.999999999999994e-05,20699,,,,,,,,,
,20699,0.06641111522912979,0.0002696327865123749,0.02359790727496147,0.04147005081176758,0.0010296087712049484,4.391640686662868e-05,19.0,299,
,20699,,,,,,,,299,0.9348993301391602
9.999999999999994e-05,20749,,,,,,,,,
9.999999999999994e-05,20749,,,,,,,,,
9.999999999999994e-05,20749,,,,,,,,,
,20749,0.0646645650267601,0.002002333290874958,0.02348768711090088,0.03812014311552048,0.0009813529904931784,7.304312021005899e-05,19.0,300,
,20768,,,,,,,,300,0.9274713397026062
9.999999999999994e-05,20799,,,,,,,,,
9.999999999999994e-05,20799,,,,,,,,,
9.999999999999994e-05,20799,,,,,,,,,
,20799,0.10323180258274078,0.00678225327283144,0.04101056978106499,0.054283857345581055,0.0011268244124948978,2.8296213713474572e-05,19.0,301,
,20837,,,,,,,,301,0.9299225211143494
9.999999999999994e-05,20849,,,,,,,,,
9.999999999999994e-05,20849,,,,,,,,,
9.999999999999994e-05,20849,,,,,,,,,
,20849,0.07685546576976776,0.022935643792152405,0.02477026730775833,0.028265193104743958,0.0008622388122603297,2.2120439098216593e-05,19.0,302,
9.999999999999994e-05,20899,,,,,,,,,
9.999999999999994e-05,20899,,,,,,,,,
9.999999999999994e-05,20899,,,,,,,,,
,20899,0.11721982061862946,0.00032210664357990026,0.06809362024068832,0.046901509165763855,0.0018632753053680062,3.930912498617545e-05,19.0,302,
,20906,,,,,,,,302,0.9414797425270081
9.999999999999994e-05,20949,,,,,,,,,
9.999999999999994e-05,20949,,,,,,,,,
9.999999999999994e-05,20949,,,,,,,,,
,20949,0.08434119075536728,0.00485181575641036,0.046493932604789734,0.03187267482280731,0.0010991432936862111,2.3616745238541625e-05,19.0,303,
,20975,,,,,,,,303,0.9290720224380493
9.999999999999994e-05,20999,,,,,,,,,
9.999999999999994e-05,20999,,,,,,,,,
9.999999999999994e-05,20999,,,,,,,,,
,20999,0.07022536545991898,0.00021567524527199566,0.0398380421102047,0.029205908998847008,0.0009437372791580856,2.199865411967039e-05,19.0,304,
,21044,,,,,,,,304,0.9293752312660217
9.999999999999994e-05,21049,,,,,,,,,
9.999999999999994e-05,21049,,,,,,,,,
9.999999999999994e-05,21049,,,,,,,,,
,21049,0.058181680738925934,0.0015734928892925382,0.03339656442403793,0.022204827517271042,0.00098312774207443,2.367096567468252e-05,19.0,305,
9.999999999999994e-05,21099,,,,,,,,,
9.999999999999994e-05,21099,,,,,,,,,
9.999999999999994e-05,21099,,,,,,,,,
,21099,0.05678153410553932,0.0018269299762323499,0.02225731685757637,0.03187273442745209,0.0008028281154111028,2.172280801460147e-05,19.0,305,
,21113,,,,,,,,305,0.9341520071029663
9.999999999999994e-05,21149,,,,,,,,,
9.999999999999994e-05,21149,,,,,,,,,
9.999999999999994e-05,21149,,,,,,,,,
,21149,0.10342997312545776,0.002692949026823044,0.05797041207551956,0.041566673666238785,0.0011620973236858845,3.7843659811187536e-05,19.0,306,
,21182,,,,,,,,306,0.9335699081420898
9.999999999999994e-05,21199,,,,,,,,,
9.999999999999994e-05,21199,,,,,,,,,
9.999999999999994e-05,21199,,,,,,,,,
,21199,0.07827570289373398,0.0023497696965932846,0.046730078756809235,0.028183216229081154,0.0009896642295643687,2.2977827029535547e-05,19.0,307,
9.999999999999994e-05,21249,,,,,,,,,
9.999999999999994e-05,21249,,,,,,,,,
9.999999999999994e-05,21249,,,,,,,,,
,21249,0.07384075224399567,0.0020152879878878593,0.042662277817726135,0.028341107070446014,0.0008006513817235827,2.1430720153148286e-05,19.0,307,
,21251,,,,,,,,307,0.9261054992675781
9.999999999999994e-05,21299,,,,,,,,,
9.999999999999994e-05,21299,,,,,,,,,
9.999999999999994e-05,21299,,,,,,,,,
,21299,0.06827089935541153,0.00026712758699432015,0.024485625326633453,0.042337566614151,0.0011587527114897966,2.1832935090060346e-05,19.0,308,
,21320,,,,,,,,308,0.9364970922470093
9.999999999999994e-05,21349,,,,,,,,,
9.999999999999994e-05,21349,,,,,,,,,
9.999999999999994e-05,21349,,,,,,,,,
,21349,0.07621587812900543,0.0003941639151889831,0.03998669236898422,0.03485403209924698,0.0009561676997691393,2.4815817596390843e-05,19.0,309,
,21389,,,,,,,,309,0.928368330001831
9.999999999999994e-05,21399,,,,,,,,,
9.999999999999994e-05,21399,,,,,,,,,
9.999999999999994e-05,21399,,,,,,,,,
,21399,0.09041938930749893,0.03084385208785534,0.03129926323890686,0.02743592858314514,0.000816370127722621,2.397681055299472e-05,19.0,310,
9.999999999999994e-05,21449,,,,,,,,,
9.999999999999994e-05,21449,,,,,,,,,
9.999999999999994e-05,21449,,,,,,,,,
,21449,0.07214198261499405,0.0004462261567823589,0.0421687476336956,0.028735626488924026,0.0007690234342589974,2.2353444364853203e-05,19.0,310,
,21458,,,,,,,,310,0.9287958145141602
9.999999999999994e-05,21499,,,,,,,,,
9.999999999999994e-05,21499,,,,,,,,,
9.999999999999994e-05,21499,,,,,,,,,
,21499,0.07346155494451523,0.0031328077893704176,0.03831157833337784,0.031178323552012444,0.0008170986548066139,2.1744896002928726e-05,19.0,311,
,21527,,,,,,,,311,0.9283714294433594
9.999999999999994e-05,21549,,,,,,,,,
9.999999999999994e-05,21549,,,,,,,,,
9.999999999999994e-05,21549,,,,,,,,,
,21549,0.09358032792806625,0.030291732400655746,0.0342821441590786,0.028137177228927612,0.0008483800338581204,2.089126246573869e-05,19.0,312,
,21596,,,,,,,,312,0.9231144189834595
9.999999999999994e-05,21599,,,,,,,,,
9.999999999999994e-05,21599,,,,,,,,,
9.999999999999994e-05,21599,,,,,,,,,
,21599,0.10816419869661331,0.036147017031908035,0.036417216062545776,0.0346178337931633,0.0009619315969757736,2.0202262021484785e-05,19.0,313,
9.999999999999994e-05,21649,,,,,,,,,
9.999999999999994e-05,21649,,,,,,,,,
9.999999999999994e-05,21649,,,,,,,,,
,21649,0.09180650860071182,0.0235048346221447,0.04006017744541168,0.02746746689081192,0.0007504989625886083,2.3525846700067632e-05,19.0,313,
,21665,,,,,,,,313,0.923840343952179
9.999999999999994e-05,21699,,,,,,,,,
9.999999999999994e-05,21699,,,,,,,,,
9.999999999999994e-05,21699,,,,,,,,,
,21699,0.06648420542478561,0.0006981365149840713,0.03349636122584343,0.031165536493062973,0.0011001741513609886,2.3988533939700574e-05,19.0,314,
,21734,,,,,,,,314,0.9254292845726013
9.999999999999994e-05,21749,,,,,,,,,
9.999999999999994e-05,21749,,,,,,,,,
9.999999999999994e-05,21749,,,,,,,,,
,21749,0.0627804696559906,0.0028151338919997215,0.021986454725265503,0.03705638647079468,0.000900384911801666,2.210537604696583e-05,19.0,315,
9.999999999999994e-05,21799,,,,,,,,,
9.999999999999994e-05,21799,,,,,,,,,
9.999999999999994e-05,21799,,,,,,,,,
,21799,0.09348902106285095,0.026483021676540375,0.03466767072677612,0.03138641268014908,0.0008682002080604434,8.371382864424959e-05,19.0,315,
,21803,,,,,,,,315,0.9239845275878906
9.999999999999994e-05,21849,,,,,,,,,
9.999999999999994e-05,21849,,,,,,,,,
9.999999999999994e-05,21849,,,,,,,,,
,21849,0.07233943790197372,0.0007321240263991058,0.03626340255141258,0.03446974977850914,0.0008461563847959042,2.8003165425616316e-05,19.0,316,
,21872,,,,,,,,316,0.9222792983055115
9.999999999999994e-05,21899,,,,,,,,,
9.999999999999994e-05,21899,,,,,,,,,
9.999999999999994e-05,21899,,,,,,,,,
,21899,0.08615393936634064,0.024918578565120697,0.023220501840114594,0.036788493394851685,0.001203796942718327,2.2565222025150433e-05,19.0,317,
,21941,,,,,,,,317,0.9344198703765869
9.999999999999994e-05,21949,,,,,,,,,
9.999999999999994e-05,21949,,,,,,,,,
9.999999999999994e-05,21949,,,,,,,,,
,21949,0.06968334317207336,0.0003883560420945287,0.03578157722949982,0.032423235476017,0.0010698431869968772,2.032163683907129e-05,19.0,318,
9.999999999999994e-05,21999,,,,,,,,,
9.999999999999994e-05,21999,,,,,,,,,
9.999999999999994e-05,21999,,,,,,,,,
,21999,0.11097677052021027,0.03317940980195999,0.03869689255952835,0.0382576510310173,0.0008224605699069798,2.0355493688839488e-05,19.0,318,
,22010,,,,,,,,318,0.9302089214324951
9.999999999999994e-05,22049,,,,,,,,,
9.999999999999994e-05,22049,,,,,,,,,
9.999999999999994e-05,22049,,,,,,,,,
,22049,0.1008545532822609,0.03265571966767311,0.039183832705020905,0.028164878487586975,0.0007965720142237842,5.354813765734434e-05,19.0,319,
,22079,,,,,,,,319,0.9264728426933289
9.999999999999994e-05,22099,,,,,,,,,
9.999999999999994e-05,22099,,,,,,,,,
9.999999999999994e-05,22099,,,,,,,,,
,22099,0.06272896379232407,0.0006302876863628626,0.03581637889146805,0.025182034820318222,0.0010803143959492445,1.994699050555937e-05,19.0,320,
,22148,,,,,,,,320,0.9262109398841858
9.999999999999994e-05,22149,,,,,,,,,
9.999999999999994e-05,22149,,,,,,,,,
9.999999999999994e-05,22149,,,,,,,,,
,22149,0.06424862146377563,0.00022919986804481596,0.039732541888952255,0.02344760112464428,0.0008191733504645526,2.0098246750421822e-05,19.0,321,
9.999999999999994e-05,22199,,,,,,,,,
9.999999999999994e-05,22199,,,,,,,,,
9.999999999999994e-05,22199,,,,,,,,,
,22199,0.10219704359769821,0.03543378785252571,0.035401396453380585,0.030536169186234474,0.0008034148486331105,2.2269909095484763e-05,19.0,321,
,22217,,,,,,,,321,0.9254354238510132
9.999999999999994e-05,22249,,,,,,,,,
9.999999999999994e-05,22249,,,,,,,,,
9.999999999999994e-05,22249,,,,,,,,,
,22249,0.0648813396692276,0.0002468725433573127,0.03603600710630417,0.027776246890425682,0.0008016974898055196,2.0522407794487663e-05,19.0,322,
,22286,,,,,,,,322,0.9322288632392883
9.999999999999994e-05,22299,,,,,,,,,
9.999999999999994e-05,22299,,,,,,,,,
9.999999999999994e-05,22299,,,,,,,,,
,22299,0.10264898091554642,0.03287889063358307,0.04249076545238495,0.026411842554807663,0.0008462666301056743,2.1214431399130262e-05,19.0,323,
9.999999999999994e-05,22349,,,,,,,,,
9.999999999999994e-05,22349,,,,,,,,,
9.999999999999994e-05,22349,,,,,,,,,
,22349,0.09816311299800873,0.029646534472703934,0.03668340668082237,0.030919961631298065,0.0008913374622352421,2.1872188881388865e-05,19.0,323,
,22355,,,,,,,,323,0.9294008016586304
9.999999999999994e-05,22399,,,,,,,,,
9.999999999999994e-05,22399,,,,,,,,,
9.999999999999994e-05,22399,,,,,,,,,
,22399,0.08079712837934494,0.023517724126577377,0.03047262877225876,0.025773238390684128,0.000945810868870467,8.772202272666618e-05,19.0,324,
,22424,,,,,,,,324,0.9089727401733398
9.999999999999994e-05,22449,,,,,,,,,
9.999999999999994e-05,22449,,,,,,,,,
9.999999999999994e-05,22449,,,,,,,,,
,22449,0.08675970137119293,0.024134179577231407,0.03446236997842789,0.027117162942886353,0.0007532949093729258,0.00029268726939335465,19.0,325,
,22493,,,,,,,,325,0.9250480532646179
9.999999999999994e-05,22499,,,,,,,,,
9.999999999999994e-05,22499,,,,,,,,,
9.999999999999994e-05,22499,,,,,,,,,
,22499,0.07943782955408096,0.021320130676031113,0.03736753761768341,0.019802013412117958,0.00078918895451352,0.00015895995602477342,19.0,326,
9.999999999999994e-05,22549,,,,,,,,,
9.999999999999994e-05,22549,,,,,,,,,
9.999999999999994e-05,22549,,,,,,,,,
,22549,0.08748741447925568,0.029083767905831337,0.027172135189175606,0.030226433649659157,0.0009801427368074656,2.492729436198715e-05,20.0,326,
,22562,,,,,,,,326,0.9024248123168945
9.999999999999994e-05,22599,,,,,,,,,
9.999999999999994e-05,22599,,,,,,,,,
9.999999999999994e-05,22599,,,,,,,,,
,22599,0.11598033457994461,0.04996725171804428,0.036197759211063385,0.02896089106798172,0.0008336378377862275,2.0792887880816124e-05,20.0,327,
,22631,,,,,,,,327,0.918347954750061
9.999999999999994e-05,22649,,,,,,,,,
9.999999999999994e-05,22649,,,,,,,,,
9.999999999999994e-05,22649,,,,,,,,,
,22649,0.07757161557674408,0.0250705536454916,0.026096943765878677,0.025432594120502472,0.0009501258609816432,2.139987009286415e-05,20.0,328,
9.999999999999994e-05,22699,,,,,,,,,
9.999999999999994e-05,22699,,,,,,,,,
9.999999999999994e-05,22699,,,,,,,,,
,22699,0.08479702472686768,0.005721942521631718,0.03550603240728378,0.0426025316119194,0.0009464725153520703,2.005100941460114e-05,20.0,328,
,22700,,,,,,,,328,0.919450581073761
9.999999999999994e-05,22749,,,,,,,,,
9.999999999999994e-05,22749,,,,,,,,,
9.999999999999994e-05,22749,,,,,,,,,
,22749,0.08917643874883652,0.023483382537961006,0.03983232378959656,0.025116408243775368,0.0007249568589031696,1.9372557289898396e-05,20.0,329,
,22769,,,,,,,,329,0.9208552837371826
9.999999999999994e-05,22799,,,,,,,,,
9.999999999999994e-05,22799,,,,,,,,,
9.999999999999994e-05,22799,,,,,,,,,
,22799,0.05762474238872528,0.00318237766623497,0.03224478289484978,0.021392783150076866,0.0007834697025828063,2.132646659447346e-05,20.0,330,
,22838,,,,,,,,330,0.915702760219574
9.999999999999994e-05,22849,,,,,,,,,
9.999999999999994e-05,22849,,,,,,,,,
9.999999999999994e-05,22849,,,,,,,,,
,22849,0.10492855310440063,0.02440660446882248,0.04519857466220856,0.03449028730392456,0.000813257647678256,1.982906360353809e-05,20.0,331,
9.999999999999994e-05,22899,,,,,,,,,
9.999999999999994e-05,22899,,,,,,,,,
9.999999999999994e-05,22899,,,,,,,,,
,22899,0.08247446268796921,0.024420663714408875,0.03542383760213852,0.02173473685979843,0.0008759076590649784,1.931817678268999e-05,20.0,331,
,22907,,,,,,,,331,0.9135347008705139
9.999999999999994e-05,22949,,,,,,,,,
9.999999999999994e-05,22949,,,,,,,,,
9.999999999999994e-05,22949,,,,,,,,,
,22949,0.06740377843379974,0.002344226697459817,0.03579314053058624,0.028313547372817993,0.0009323114645667374,2.0547371605061926e-05,20.0,332,
,22976,,,,,,,,332,0.9216929078102112
9.999999999999994e-05,22999,,,,,,,,,
9.999999999999994e-05,22999,,,,,,,,,
9.999999999999994e-05,22999,,,,,,,,,
,22999,0.06544650346040726,0.0017950363690033555,0.03966791182756424,0.023016590625047684,0.0009482476743869483,1.871430140454322e-05,20.0,333,
,23045,,,,,,,,333,0.9131765365600586
9.999999999999994e-05,23049,,,,,,,,,
9.999999999999994e-05,23049,,,,,,,,,
9.999999999999994e-05,23049,,,,,,,,,
,23049,0.07195421308279037,0.018765008077025414,0.029868025332689285,0.022540997713804245,0.0007603279082104564,1.9859913663822226e-05,20.0,334,
9.999999999999994e-05,23099,,,,,,,,,
9.999999999999994e-05,23099,,,,,,,,,
9.999999999999994e-05,23099,,,,,,,,,
,23099,0.08128482848405838,0.026902180165052414,0.02897481434047222,0.023937517777085304,0.00144958368036896,2.073192263196688e-05,20.0,334,
,23114,,,,,,,,334,0.9092153906822205
9.999999999999994e-05,23149,,,,,,,,,
9.999999999999994e-05,23149,,,,,,,,,
9.999999999999994e-05,23149,,,,,,,,,
,23149,0.08019297569990158,0.025482960045337677,0.031549420207738876,0.02239619754254818,0.0007451082929037511,1.9286939277662896e-05,20.0,335,
,23183,,,,,,,,335,0.917904794216156
9.999999999999994e-05,23199,,,,,,,,,
9.999999999999994e-05,23199,,,,,,,,,
9.999999999999994e-05,23199,,,,,,,,,
,23199,0.06837313622236252,0.0006896619452163577,0.03500984609127045,0.031871259212493896,0.0007809350499883294,2.143691926903557e-05,20.0,336,
9.999999999999994e-05,23249,,,,,,,,,
9.999999999999994e-05,23249,,,,,,,,,
9.999999999999994e-05,23249,,,,,,,,,
,23249,0.05396836996078491,0.004622292704880238,0.029715415090322495,0.018946029245853424,0.0006650769500993192,1.9559634893084876e-05,20.0,336,
,23252,,,,,,,,336,0.920105516910553
9.999999999999994e-05,23299,,,,,,,,,
9.999999999999994e-05,23299,,,,,,,,,
9.999999999999994e-05,23299,,,,,,,,,
,23299,0.06169106066226959,0.00021845220180694014,0.03347964584827423,0.027226759120821953,0.0007418235763907433,2.4378497982979752e-05,20.0,337,
,23321,,,,,,,,337,0.9203310012817383
9.999999999999994e-05,23349,,,,,,,,,
9.999999999999994e-05,23349,,,,,,,,,
9.999999999999994e-05,23349,,,,,,,,,
,23349,0.0608752965927124,0.0003472765674814582,0.03471294045448303,0.024937186390161514,0.0007775588892400265,0.00010033657599706203,20.0,338,
,23390,,,,,,,,338,0.9195613265037537
9.999999999999994e-05,23399,,,,,,,,,
