lr-Adam,step,train_loss,L_comp,L_IC,L_phys,L_obs,L_ae,N_steps,epoch,val_loss
,14299,0.20712734758853912,0.05783558636903763,0.0757979303598404,0.07146482169628143,0.0019507263787090778,7.827200897736475e-05,16.0,207,
9.999999999999994e-05,14349,,,,,,,,,
9.999999999999994e-05,14349,,,,,,,,,
9.999999999999994e-05,14349,,,,,,,,,
,14349,0.16121207177639008,0.04528085142374039,0.06870978325605392,0.04568451642990112,0.001491391914896667,4.552076643449254e-05,16.0,207,
,14351,,,,,,,,207,0.8818888068199158
9.999999999999994e-05,14399,,,,,,,,,
9.999999999999994e-05,14399,,,,,,,,,
9.999999999999994e-05,14399,,,,,,,,,
,14399,0.10177087038755417,0.0011791272554546595,0.04455297812819481,0.054377004504203796,0.001617183443158865,4.457213435671292e-05,16.0,208,
,14420,,,,,,,,208,0.8958093523979187
9.999999999999994e-05,14449,,,,,,,,,
9.999999999999994e-05,14449,,,,,,,,,
9.999999999999994e-05,14449,,,,,,,,,
,14449,0.14823131263256073,0.04842614009976387,0.048676930367946625,0.04970777407288551,0.0013781572924926877,4.2308740376029164e-05,16.0,209,
,14489,,,,,,,,209,0.895285427570343
9.999999999999994e-05,14499,,,,,,,,,
9.999999999999994e-05,14499,,,,,,,,,
9.999999999999994e-05,14499,,,,,,,,,
,14499,0.15834710001945496,0.04819541424512863,0.04393627494573593,0.06383863091468811,0.002331729745492339,4.504544995143078e-05,16.0,210,
9.999999999999994e-05,14549,,,,,,,,,
9.999999999999994e-05,14549,,,,,,,,,
9.999999999999994e-05,14549,,,,,,,,,
,14549,0.13729923963546753,0.0010875101434066892,0.06915205717086792,0.06521203368902206,0.0018051456427201629,4.249922130838968e-05,16.0,210,
,14558,,,,,,,,210,0.8930244445800781
9.999999999999994e-05,14599,,,,,,,,,
9.999999999999994e-05,14599,,,,,,,,,
9.999999999999994e-05,14599,,,,,,,,,
,14599,0.16099275648593903,0.0460604764521122,0.07068243622779846,0.04292108118534088,0.0012826117454096675,4.6144374209688976e-05,16.0,211,
,14627,,,,,,,,211,0.8881239295005798
9.999999999999994e-05,14649,,,,,,,,,
9.999999999999994e-05,14649,,,,,,,,,
9.999999999999994e-05,14649,,,,,,,,,
,14649,0.15133136510849,0.0012134816497564316,0.07418717443943024,0.07438142597675323,0.0014681884786114097,8.108857582556084e-05,16.0,212,
,14696,,,,,,,,212,0.8917921185493469
9.999999999999994e-05,14699,,,,,,,,,
9.999999999999994e-05,14699,,,,,,,,,
9.999999999999994e-05,14699,,,,,,,,,
,14699,0.20461612939834595,0.07949614524841309,0.06650087982416153,0.05696031451225281,0.0016105198301374912,4.827984594157897e-05,16.0,213,
9.999999999999994e-05,14749,,,,,,,,,
9.999999999999994e-05,14749,,,,,,,,,
9.999999999999994e-05,14749,,,,,,,,,
,14749,0.09585706889629364,0.0008606303599663079,0.04421238228678703,0.049366436898708344,0.0013716977555304766,4.592389450408518e-05,16.0,213,
,14765,,,,,,,,213,0.8790633678436279
9.999999999999994e-05,14799,,,,,,,,,
9.999999999999994e-05,14799,,,,,,,,,
9.999999999999994e-05,14799,,,,,,,,,
,14799,0.12923364341259003,0.005239270627498627,0.06558403372764587,0.05698502063751221,0.0013869914691895247,3.832499714917503e-05,16.0,214,
,14834,,,,,,,,214,0.8894490599632263
9.999999999999994e-05,14849,,,,,,,,,
9.999999999999994e-05,14849,,,,,,,,,
9.999999999999994e-05,14849,,,,,,,,,
,14849,0.17998163402080536,0.05882649123668671,0.06556709110736847,0.053697369992733,0.0018479333957657218,4.2734918679343536e-05,16.0,215,
9.999999999999994e-05,14899,,,,,,,,,
9.999999999999994e-05,14899,,,,,,,,,
9.999999999999994e-05,14899,,,,,,,,,
,14899,0.15713158249855042,0.04103066772222519,0.0698251724243164,0.04477236419916153,0.0014601403381675482,4.324335895944387e-05,16.0,215,
,14903,,,,,,,,215,0.8853719830513
9.999999999999994e-05,14949,,,,,,,,,
9.999999999999994e-05,14949,,,,,,,,,
9.999999999999994e-05,14949,,,,,,,,,
,14949,0.15215466916561127,0.03823099657893181,0.06846773624420166,0.04401987046003342,0.0013964188983663917,3.965429641539231e-05,16.0,216,
,14972,,,,,,,,216,0.9016945362091064
9.999999999999994e-05,14999,,,,,,,,,
9.999999999999994e-05,14999,,,,,,,,,
9.999999999999994e-05,14999,,,,,,,,,
,14999,0.15751145780086517,0.041200704872608185,0.06736857444047928,0.04749275743961334,0.0014093795325607061,4.004362926934846e-05,16.0,217,
,15041,,,,,,,,217,0.8931834697723389
9.999999999999994e-05,15049,,,,,,,,,
9.999999999999994e-05,15049,,,,,,,,,
9.999999999999994e-05,15049,,,,,,,,,
,15049,0.1226758286356926,0.0010611643083393574,0.04524891451001167,0.07444296032190323,0.0018816838273778558,4.111350790481083e-05,16.0,218,
9.999999999999994e-05,15099,,,,,,,,,
9.999999999999994e-05,15099,,,,,,,,,
9.999999999999994e-05,15099,,,,,,,,,
,15099,0.1566046178340912,0.047905877232551575,0.0627140998840332,0.04397153854370117,0.0019721901044249535,4.091899245395325e-05,16.0,218,
,15110,,,,,,,,218,0.8961878418922424
9.999999999999994e-05,15149,,,,,,,,,
9.999999999999994e-05,15149,,,,,,,,,
9.999999999999994e-05,15149,,,,,,,,,
,15149,0.12886279821395874,0.03717909753322601,0.04338088631629944,0.04659241810441017,0.0016691939672455192,4.119587174500339e-05,16.0,219,
,15179,,,,,,,,219,0.8885770440101624
9.999999999999994e-05,15199,,,,,,,,,
9.999999999999994e-05,15199,,,,,,,,,
9.999999999999994e-05,15199,,,,,,,,,
,15199,0.12427931278944016,0.003996870946139097,0.07459491491317749,0.04444320127367973,0.0012049507349729538,3.937967630918138e-05,16.0,220,
,15248,,,,,,,,220,0.8890647888183594
9.999999999999994e-05,15249,,,,,,,,,
9.999999999999994e-05,15249,,,,,,,,,
9.999999999999994e-05,15249,,,,,,,,,
,15249,0.16012738645076752,0.05382043868303299,0.060614150017499924,0.04380412399768829,0.0018484583124518394,4.021911809104495e-05,16.0,221,
9.999999999999994e-05,15299,,,,,,,,,
9.999999999999994e-05,15299,,,,,,,,,
9.999999999999994e-05,15299,,,,,,,,,
,15299,0.15233635902404785,0.048183031380176544,0.056615810841321945,0.045820608735084534,0.0016751450020819902,4.177487062406726e-05,16.0,221,
,15317,,,,,,,,221,0.8939733505249023
9.999999999999994e-05,15349,,,,,,,,,
9.999999999999994e-05,15349,,,,,,,,,
9.999999999999994e-05,15349,,,,,,,,,
,15349,0.1624363511800766,0.04285186529159546,0.06913607567548752,0.048878781497478485,0.001526141306385398,4.348464426584542e-05,16.0,222,
,15386,,,,,,,,222,0.8907579779624939
9.999999999999994e-05,15399,,,,,,,,,
9.999999999999994e-05,15399,,,,,,,,,
9.999999999999994e-05,15399,,,,,,,,,
,15399,0.16679425537586212,0.05647233873605728,0.06204026937484741,0.04681424796581268,0.0014279406750574708,3.9453694625990465e-05,16.0,223,
9.999999999999994e-05,15449,,,,,,,,,
9.999999999999994e-05,15449,,,,,,,,,
9.999999999999994e-05,15449,,,,,,,,,
,15449,0.11972588300704956,0.0008625022601336241,0.06060837209224701,0.05686996132135391,0.0013466397067531943,3.840955832856707e-05,16.0,223,
,15455,,,,,,,,223,0.9053685665130615
9.999999999999994e-05,15499,,,,,,,,,
9.999999999999994e-05,15499,,,,,,,,,
9.999999999999994e-05,15499,,,,,,,,,
,15499,0.2773910462856293,0.13163810968399048,0.07567577064037323,0.06569831073284149,0.0043421112932264805,3.6754074244527146e-05,17.0,224,
,15524,,,,,,,,224,0.9259132146835327
9.999999999999994e-05,15549,,,,,,,,,
9.999999999999994e-05,15549,,,,,,,,,
9.999999999999994e-05,15549,,,,,,,,,
,15549,0.14445288479328156,0.045181214809417725,0.04879295825958252,0.04877152293920517,0.0016715971287339926,3.5587447200668976e-05,17.0,225,
,15593,,,,,,,,225,0.9292768239974976
9.999999999999994e-05,15599,,,,,,,,,
9.999999999999994e-05,15599,,,,,,,,,
9.999999999999994e-05,15599,,,,,,,,,
,15599,0.1451970338821411,0.037956602871418,0.059483036398887634,0.04623125120997429,0.0014877158682793379,3.842334626824595e-05,17.0,226,
9.999999999999994e-05,15649,,,,,,,,,
9.999999999999994e-05,15649,,,,,,,,,
9.999999999999994e-05,15649,,,,,,,,,
,15649,0.15839830040931702,0.04380083829164505,0.05919649451971054,0.05360225588083267,0.0017596966354176402,3.902211392414756e-05,17.0,226,
,15662,,,,,,,,226,0.9325050115585327
9.999999999999994e-05,15699,,,,,,,,,
9.999999999999994e-05,15699,,,,,,,,,
9.999999999999994e-05,15699,,,,,,,,,
,15699,0.10639841109514236,0.0035869386047124863,0.061750441789627075,0.0395527258515358,0.001402466557919979,0.00010583524272078648,17.0,227,
,15731,,,,,,,,227,0.9261073470115662
9.999999999999994e-05,15749,,,,,,,,,
9.999999999999994e-05,15749,,,,,,,,,
9.999999999999994e-05,15749,,,,,,,,,
,15749,0.12279284000396729,0.007164258509874344,0.07063409686088562,0.04287721961736679,0.0020780395716428757,3.922911855624989e-05,17.0,228,
9.999999999999994e-05,15799,,,,,,,,,
9.999999999999994e-05,15799,,,,,,,,,
9.999999999999994e-05,15799,,,,,,,,,
,15799,0.15322189033031464,0.04712989181280136,0.061749670654535294,0.04275095462799072,0.0015558683080598712,3.5495118936523795e-05,17.0,228,
,15800,,,,,,,,228,0.9320736527442932
9.999999999999994e-05,15849,,,,,,,,,
9.999999999999994e-05,15849,,,,,,,,,
9.999999999999994e-05,15849,,,,,,,,,
,15849,0.14819656312465668,0.0466361939907074,0.0571085624396801,0.04264989122748375,0.0017654361436143517,3.647257835837081e-05,17.0,229,
,15869,,,,,,,,229,0.9211946129798889
9.999999999999994e-05,15899,,,,,,,,,
9.999999999999994e-05,15899,,,,,,,,,
9.999999999999994e-05,15899,,,,,,,,,
,15899,0.11601202189922333,0.0033186774235218763,0.06312426179647446,0.04817815497517586,0.0013535023899748921,3.742991975741461e-05,17.0,230,
,15938,,,,,,,,230,0.9244819283485413
9.999999999999994e-05,15949,,,,,,,,,
9.999999999999994e-05,15949,,,,,,,,,
9.999999999999994e-05,15949,,,,,,,,,
,15949,0.13890892267227173,0.047096725553274155,0.051571786403656006,0.038641318678855896,0.001562036108225584,3.7062447518110275e-05,17.0,231,
9.999999999999994e-05,15999,,,,,,,,,
9.999999999999994e-05,15999,,,,,,,,,
9.999999999999994e-05,15999,,,,,,,,,
,15999,0.1401340365409851,0.03666988015174866,0.05864299088716507,0.04288402944803238,0.001902216230519116,3.4918379242299125e-05,17.0,231,
,16007,,,,,,,,231,0.9313326478004456
9.999999999999994e-05,16049,,,,,,,,,
9.999999999999994e-05,16049,,,,,,,,,
9.999999999999994e-05,16049,,,,,,,,,
,16049,0.10609632730484009,0.0032563696149736643,0.05762125551700592,0.04388660937547684,0.0012859241105616093,4.616577280103229e-05,17.0,232,
,16076,,,,,,,,232,0.9244814515113831
9.999999999999994e-05,16099,,,,,,,,,
9.999999999999994e-05,16099,,,,,,,,,
9.999999999999994e-05,16099,,,,,,,,,
,16099,0.14163681864738464,0.04130823537707329,0.0568263977766037,0.04165834188461304,0.0018072192324325442,3.6627596273319796e-05,17.0,233,
,16145,,,,,,,,233,0.9322095513343811
9.999999999999994e-05,16149,,,,,,,,,
9.999999999999994e-05,16149,,,,,,,,,
9.999999999999994e-05,16149,,,,,,,,,
,16149,0.17591102421283722,0.04842619597911835,0.07261335104703903,0.05332297459244728,0.0014500281540676951,9.846012108027935e-05,17.0,234,
9.999999999999994e-05,16199,,,,,,,,,
9.999999999999994e-05,16199,,,,,,,,,
9.999999999999994e-05,16199,,,,,,,,,
,16199,0.13751758635044098,0.04186571016907692,0.05399630218744278,0.04005160927772522,0.001562776742503047,4.119127697777003e-05,17.0,234,
,16214,,,,,,,,234,0.9218946695327759
9.999999999999994e-05,16249,,,,,,,,,
9.999999999999994e-05,16249,,,,,,,,,
9.999999999999994e-05,16249,,,,,,,,,
,16249,0.09660046547651291,0.0028731240890920162,0.052598681300878525,0.0394224114716053,0.0016703458968549967,3.590712003642693e-05,17.0,235,
,16283,,,,,,,,235,0.9233273863792419
9.999999999999994e-05,16299,,,,,,,,,
9.999999999999994e-05,16299,,,,,,,,,
9.999999999999994e-05,16299,,,,,,,,,
,16299,0.1009584367275238,0.000569275813177228,0.05320945754647255,0.045559316873550415,0.0015830659540370107,3.7314515793696046e-05,17.0,236,
9.999999999999994e-05,16349,,,,,,,,,
9.999999999999994e-05,16349,,,,,,,,,
9.999999999999994e-05,16349,,,,,,,,,
,16349,0.14297033846378326,0.043920330703258514,0.05600518360733986,0.041650231927633286,0.0013577403733506799,3.6855573853245005e-05,17.0,236,
,16352,,,,,,,,236,0.919900119304657
9.999999999999994e-05,16399,,,,,,,,,
9.999999999999994e-05,16399,,,,,,,,,
9.999999999999994e-05,16399,,,,,,,,,
,16399,0.15078581869602203,0.048435378819704056,0.05446234345436096,0.046112798154354095,0.001735158497467637,4.013724537799135e-05,17.0,237,
,16421,,,,,,,,237,0.9299028515815735
9.999999999999994e-05,16449,,,,,,,,,
9.999999999999994e-05,16449,,,,,,,,,
9.999999999999994e-05,16449,,,,,,,,,
,16449,0.09684208780527115,0.0020957104861736298,0.053285278379917145,0.04030319303274155,0.0011210280936211348,3.6876637750538066e-05,17.0,238,
,16490,,,,,,,,238,0.927109956741333
9.999999999999994e-05,16499,,,,,,,,,
9.999999999999994e-05,16499,,,,,,,,,
9.999999999999994e-05,16499,,,,,,,,,
,16499,0.126162588596344,0.03390025720000267,0.05569591745734215,0.03531200438737869,0.0012165616499260068,3.7844296457478777e-05,17.0,239,
9.999999999999994e-05,16549,,,,,,,,,
9.999999999999994e-05,16549,,,,,,,,,
9.999999999999994e-05,16549,,,,,,,,,
,16549,0.13750453293323517,0.03915008157491684,0.05482451617717743,0.04170443117618561,0.0017821257933974266,4.337976861279458e-05,17.0,239,
,16559,,,,,,,,239,0.928182065486908
9.999999999999994e-05,16599,,,,,,,,,
9.999999999999994e-05,16599,,,,,,,,,
9.999999999999994e-05,16599,,,,,,,,,
,16599,0.12650485336780548,0.03485894948244095,0.052787743508815765,0.03739864379167557,0.0013714039232581854,8.812246232992038e-05,17.0,240,
,16628,,,,,,,,240,0.9299868941307068
9.999999999999994e-05,16649,,,,,,,,,
9.999999999999994e-05,16649,,,,,,,,,
9.999999999999994e-05,16649,,,,,,,,,
,16649,0.12999004125595093,0.035134121775627136,0.048730798065662384,0.04444166272878647,0.001631740597076714,5.1724295190069824e-05,17.0,241,
,16697,,,,,,,,241,0.9245672225952148
9.999999999999994e-05,16699,,,,,,,,,
9.999999999999994e-05,16699,,,,,,,,,
9.999999999999994e-05,16699,,,,,,,,,
,16699,0.14870275557041168,0.03743547201156616,0.06885842978954315,0.04121115058660507,0.001163014443591237,3.468631985015236e-05,17.0,242,
9.999999999999994e-05,16749,,,,,,,,,
9.999999999999994e-05,16749,,,,,,,,,
9.999999999999994e-05,16749,,,,,,,,,
,16749,0.09783338755369186,0.00279490789398551,0.0528545081615448,0.04034037888050079,0.0018123842310160398,3.121274494333193e-05,17.0,242,
,16766,,,,,,,,242,0.9250280261039734
9.999999999999994e-05,16799,,,,,,,,,
9.999999999999994e-05,16799,,,,,,,,,
9.999999999999994e-05,16799,,,,,,,,,
,16799,0.18627192080020905,0.0707772746682167,0.06061895936727524,0.05355055630207062,0.0012932145036756992,3.192572694388218e-05,17.0,243,
,16835,,,,,,,,243,0.9198964834213257
9.999999999999994e-05,16849,,,,,,,,,
9.999999999999994e-05,16849,,,,,,,,,
9.999999999999994e-05,16849,,,,,,,,,
,16849,0.10696442425251007,0.0030946689657866955,0.058378227055072784,0.044220682233572006,0.0012369597097858787,3.3885407901834697e-05,17.0,244,
9.999999999999994e-05,16899,,,,,,,,,
9.999999999999994e-05,16899,,,,,,,,,
9.999999999999994e-05,16899,,,,,,,,,
,16899,0.13259319961071014,0.03801228106021881,0.05081412196159363,0.042492158710956573,0.0012421346036717296,3.249215296818875e-05,17.0,244,
,16904,,,,,,,,244,0.9249565601348877
9.999999999999994e-05,16949,,,,,,,,,
9.999999999999994e-05,16949,,,,,,,,,
9.999999999999994e-05,16949,,,,,,,,,
,16949,0.1368974894285202,0.04209016263484955,0.05053870007395744,0.042967408895492554,0.0012675607576966286,3.364689109730534e-05,17.0,245,
,16973,,,,,,,,245,0.9227912425994873
9.999999999999994e-05,16999,,,,,,,,,
9.999999999999994e-05,16999,,,,,,,,,
9.999999999999994e-05,16999,,,,,,,,,
,16999,0.09621980041265488,0.00045892619527876377,0.050980404019355774,0.043478257954120636,0.0012697156053036451,3.2497799111297354e-05,17.0,246,
,17042,,,,,,,,246,0.918536901473999
9.999999999999994e-05,17049,,,,,,,,,
9.999999999999994e-05,17049,,,,,,,,,
9.999999999999994e-05,17049,,,,,,,,,
,17049,0.16214953362941742,0.049228306859731674,0.052830010652542114,0.05838797986507416,0.001670542755164206,3.269892113166861e-05,17.0,247,
9.999999999999994e-05,17099,,,,,,,,,
9.999999999999994e-05,17099,,,,,,,,,
9.999999999999994e-05,17099,,,,,,,,,
,17099,0.12377379834651947,0.03877902403473854,0.0484653078019619,0.03501588851213455,0.0014820096548646688,3.157103492412716e-05,17.0,247,
,17111,,,,,,,,247,0.9315496683120728
9.999999999999994e-05,17149,,,,,,,,,
9.999999999999994e-05,17149,,,,,,,,,
9.999999999999994e-05,17149,,,,,,,,,
,17149,0.12152405828237534,0.03533705323934555,0.04824703931808472,0.03661508113145828,0.0012935124104842544,3.137074600090273e-05,17.0,248,
,17180,,,,,,,,248,0.9232160449028015
9.999999999999994e-05,17199,,,,,,,,,
9.999999999999994e-05,17199,,,,,,,,,
9.999999999999994e-05,17199,,,,,,,,,
,17199,0.13379031419754028,0.043453849852085114,0.051097698509693146,0.03745847940444946,0.0017367072869092226,4.358340447652154e-05,17.0,249,
9.999999999999994e-05,17249,,,,,,,,,
9.999999999999994e-05,17249,,,,,,,,,
9.999999999999994e-05,17249,,,,,,,,,
,17249,0.12753862142562866,0.037959106266498566,0.04200223833322525,0.04626977816224098,0.0011560514103621244,0.00015146103396546096,17.0,249,
,17249,,,,,,,,249,0.926699697971344
9.999999999999994e-05,17299,,,,,,,,,
9.999999999999994e-05,17299,,,,,,,,,
9.999999999999994e-05,17299,,,,,,,,,
,17299,0.08814787864685059,0.0011507062008604407,0.04269690811634064,0.04286918789148331,0.00139355449937284,3.752253178390674e-05,17.0,250,
,17318,,,,,,,,250,0.9213470816612244
9.999999999999994e-05,17349,,,,,,,,,
9.999999999999994e-05,17349,,,,,,,,,
9.999999999999994e-05,17349,,,,,,,,,
,17349,0.12988439202308655,0.03432607278227806,0.04812311381101608,0.045964404940605164,0.0014386444818228483,3.2150823244592175e-05,17.0,251,
,17387,,,,,,,,251,0.925640344619751
9.999999999999994e-05,17399,,,,,,,,,
9.999999999999994e-05,17399,,,,,,,,,
9.999999999999994e-05,17399,,,,,,,,,
,17399,0.0827094167470932,0.003969802521169186,0.04625020921230316,0.031161082908511162,0.0012968764640390873,3.143902722513303e-05,17.0,252,
9.999999999999994e-05,17449,,,,,,,,,
9.999999999999994e-05,17449,,,,,,,,,
9.999999999999994e-05,17449,,,,,,,,,
,17449,0.0983869656920433,0.003830293659120798,0.049771666526794434,0.04345870763063431,0.0012971513206139207,2.914833021350205e-05,17.0,252,
,17456,,,,,,,,252,0.9208483099937439
9.999999999999994e-05,17499,,,,,,,,,
9.999999999999994e-05,17499,,,,,,,,,
9.999999999999994e-05,17499,,,,,,,,,
,17499,0.09738591313362122,0.00040987308602780104,0.049558620899915695,0.04607594758272171,0.0013107265112921596,3.075131826335564e-05,17.0,253,
,17525,,,,,,,,253,0.9322328567504883
9.999999999999994e-05,17549,,,,,,,,,
9.999999999999994e-05,17549,,,,,,,,,
9.999999999999994e-05,17549,,,,,,,,,
,17549,0.12909896671772003,0.039132729172706604,0.048643119633197784,0.040036287158727646,0.001257509458810091,2.9327542506507598e-05,17.0,254,
,17594,,,,,,,,254,0.9194788336753845
9.999999999999994e-05,17599,,,,,,,,,
9.999999999999994e-05,17599,,,,,,,,,
9.999999999999994e-05,17599,,,,,,,,,
,17599,0.21125487983226776,0.09527261555194855,0.05777576565742493,0.057112276554107666,0.0010634578065946698,3.077168366871774e-05,17.0,255,
9.999999999999994e-05,17649,,,,,,,,,
9.999999999999994e-05,17649,,,,,,,,,
9.999999999999994e-05,17649,,,,,,,,,
,17649,0.11689205467700958,0.03382379189133644,0.04817792773246765,0.033570218831300735,0.001284510944969952,3.5617071262095124e-05,17.0,255,
,17663,,,,,,,,255,0.9157295227050781
9.999999999999994e-05,17699,,,,,,,,,
9.999999999999994e-05,17699,,,,,,,,,
9.999999999999994e-05,17699,,,,,,,,,
,17699,0.11410634219646454,0.010451581329107285,0.0509231872856617,0.05097822844982147,0.0017201153095811605,3.3227173844352365e-05,18.0,256,
,17732,,,,,,,,256,0.9254350066184998
9.999999999999994e-05,17749,,,,,,,,,
9.999999999999994e-05,17749,,,,,,,,,
9.999999999999994e-05,17749,,,,,,,,,
,17749,0.10386832058429718,0.008130190894007683,0.05500038340687752,0.039502911269664764,0.0012045942712575197,3.0245311791077256e-05,18.0,257,
9.999999999999994e-05,17799,,,,,,,,,
9.999999999999994e-05,17799,,,,,,,,,
9.999999999999994e-05,17799,,,,,,,,,
,17799,0.07863859832286835,0.032456059008836746,0.011341366916894913,0.03346807509660721,0.0013413933338597417,3.170178388245404e-05,18.0,257,
,17801,,,,,,,,257,0.925715446472168
9.999999999999994e-05,17849,,,,,,,,,
9.999999999999994e-05,17849,,,,,,,,,
9.999999999999994e-05,17849,,,,,,,,,
,17849,0.1340945065021515,0.04348170384764671,0.051128089427948,0.03813444823026657,0.001319452072493732,3.080370879615657e-05,18.0,258,
,17870,,,,,,,,258,0.9227321147918701
9.999999999999994e-05,17899,,,,,,,,,
9.999999999999994e-05,17899,,,,,,,,,
9.999999999999994e-05,17899,,,,,,,,,
,17899,0.0931662917137146,0.0011377062182873487,0.051609743386507034,0.038976289331912994,0.0014145199675112963,2.803141796903219e-05,18.0,259,
,17939,,,,,,,,259,0.9374437928199768
9.999999999999994e-05,17949,,,,,,,,,
9.999999999999994e-05,17949,,,,,,,,,
9.999999999999994e-05,17949,,,,,,,,,
,17949,0.1359338015317917,0.03689565137028694,0.06698919832706451,0.030903680250048637,0.0011163409799337387,2.893641976697836e-05,18.0,260,
9.999999999999994e-05,17999,,,,,,,,,
9.999999999999994e-05,17999,,,,,,,,,
9.999999999999994e-05,17999,,,,,,,,,
,17999,0.08700038492679596,0.0014142198488116264,0.04792817682027817,0.036537908017635345,0.0010819575982168317,3.811767601291649e-05,18.0,260,
,18008,,,,,,,,260,0.9336608648300171
9.999999999999994e-05,18049,,,,,,,,,
9.999999999999994e-05,18049,,,,,,,,,
9.999999999999994e-05,18049,,,,,,,,,
,18049,0.13401468098163605,0.03736589848995209,0.053209707140922546,0.04164335876703262,0.0017636840930208564,3.20361832564231e-05,18.0,261,
,18077,,,,,,,,261,0.9305797219276428
9.999999999999994e-05,18099,,,,,,,,,
9.999999999999994e-05,18099,,,,,,,,,
9.999999999999994e-05,18099,,,,,,,,,
,18099,0.04645182192325592,0.00038242345908656716,0.005910337902605534,0.038893915712833405,0.0012372138444334269,2.793221574393101e-05,18.0,262,
,18146,,,,,,,,262,0.9371423125267029
9.999999999999994e-05,18149,,,,,,,,,
9.999999999999994e-05,18149,,,,,,,,,
9.999999999999994e-05,18149,,,,,,,,,
,18149,0.08089178800582886,0.038407307118177414,0.005821164231747389,0.03483780473470688,0.0017956538358703256,2.985443097713869e-05,18.0,263,
9.999999999999994e-05,18199,,,,,,,,,
9.999999999999994e-05,18199,,,,,,,,,
9.999999999999994e-05,18199,,,,,,,,,
,18199,0.13691240549087524,0.04541439190506935,0.048711661249399185,0.041679661720991135,0.001078197848983109,2.8495845981524326e-05,18.0,263,
,18215,,,,,,,,263,0.9361011981964111
9.999999999999994e-05,18249,,,,,,,,,
9.999999999999994e-05,18249,,,,,,,,,
9.999999999999994e-05,18249,,,,,,,,,
,18249,0.08765748888254166,0.0006769871106371284,0.05150901526212692,0.03419805318117142,0.0012459602439776063,2.7473235604702495e-05,18.0,264,
,18284,,,,,,,,264,0.9400173425674438
9.999999999999994e-05,18299,,,,,,,,,
9.999999999999994e-05,18299,,,,,,,,,
9.999999999999994e-05,18299,,,,,,,,,
,18299,0.1138920933008194,0.0316307507455349,0.04723002761602402,0.033895064145326614,0.0011076873634010553,2.857526487787254e-05,18.0,265,
9.999999999999994e-05,18349,,,,,,,,,
9.999999999999994e-05,18349,,,,,,,,,
9.999999999999994e-05,18349,,,,,,,,,
,18349,0.08713787794113159,0.0006099292077124119,0.05408911779522896,0.0312841460108757,0.0011175449471920729,3.7142079236218706e-05,18.0,265,
,18353,,,,,,,,265,0.9201276898384094
9.999999999999994e-05,18399,,,,,,,,,
9.999999999999994e-05,18399,,,,,,,,,
9.999999999999994e-05,18399,,,,,,,,,
,18399,0.0874495878815651,0.003551687579602003,0.05286078155040741,0.029885554686188698,0.001122032175771892,2.9525772333727218e-05,18.0,266,
,18422,,,,,,,,266,0.9347895979881287
9.999999999999994e-05,18449,,,,,,,,,
9.999999999999994e-05,18449,,,,,,,,,
9.999999999999994e-05,18449,,,,,,,,,
,18449,0.13073894381523132,0.04055856913328171,0.05560249090194702,0.03337133675813675,0.0011774112936109304,2.9138105674064718e-05,18.0,267,
,18491,,,,,,,,267,0.9483049511909485
9.999999999999994e-05,18499,,,,,,,,,
9.999999999999994e-05,18499,,,,,,,,,
9.999999999999994e-05,18499,,,,,,,,,
,18499,0.08185932040214539,0.006654235068708658,0.04427090659737587,0.029578985646367073,0.001321751973591745,3.343754724483006e-05,18.0,268,
9.999999999999994e-05,18549,,,,,,,,,
9.999999999999994e-05,18549,,,,,,,,,
9.999999999999994e-05,18549,,,,,,,,,
,18549,0.07845544070005417,0.03462047874927521,0.005468945950269699,0.03701101616024971,0.0012307838769629598,0.00012421638530213386,18.0,268,
,18560,,,,,,,,268,0.9283136129379272
9.999999999999994e-05,18599,,,,,,,,,
9.999999999999994e-05,18599,,,,,,,,,
9.999999999999994e-05,18599,,,,,,,,,
,18599,0.0848001167178154,0.002943740226328373,0.040883198380470276,0.03951004892587662,0.0013998926151543856,6.323729030555114e-05,18.0,269,
,18629,,,,,,,,269,0.9463258385658264
9.999999999999994e-05,18649,,,,,,,,,
9.999999999999994e-05,18649,,,,,,,,,
9.999999999999994e-05,18649,,,,,,,,,
,18649,0.08285808563232422,0.00044656737009063363,0.04680183157324791,0.03385258466005325,0.001724864705465734,3.223995736334473e-05,18.0,270,
,18698,,,,,,,,270,0.9394791126251221
9.999999999999994e-05,18699,,,,,,,,,
9.999999999999994e-05,18699,,,,,,,,,
9.999999999999994e-05,18699,,,,,,,,,
,18699,0.08275867998600006,0.00031854904955253005,0.043558355420827866,0.037348292768001556,0.001506643951870501,2.6837440600502305e-05,18.0,271,
9.999999999999994e-05,18749,,,,,,,,,
9.999999999999994e-05,18749,,,,,,,,,
9.999999999999994e-05,18749,,,,,,,,,
,18749,0.09381435066461563,0.04203803837299347,0.0065623801201581955,0.04404997453093529,0.0011352633591741323,2.86939502984751e-05,18.0,271,
,18767,,,,,,,,271,0.9401689171791077
9.999999999999994e-05,18799,,,,,,,,,
9.999999999999994e-05,18799,,,,,,,,,
9.999999999999994e-05,18799,,,,,,,,,
,18799,0.07896262407302856,0.003117701504379511,0.04635699838399887,0.027887918055057526,0.0015745171112939715,2.5486833692411892e-05,18.0,272,
,18836,,,,,,,,272,0.9229009747505188
9.999999999999994e-05,18849,,,,,,,,,
9.999999999999994e-05,18849,,,,,,,,,
9.999999999999994e-05,18849,,,,,,,,,
