lr-Adam,step,train_loss,L_comp,L_IC,L_phys,L_obs,N_steps,epoch,val_loss
9.999999999999994e-05,4949,,,,,,,,
9.999999999999994e-05,4949,,,,,,,,
,4949,2.654507179783832e+29,2.654507179783832e+29,5.336270778201539e+18,1.3663309391221228e+18,1.1427465552839311e+18,10.0,71,
,4967,,,,,,,71,4.504317333585527e+18
9.999999999999994e-05,4999,,,,,,,,
9.999999999999994e-05,4999,,,,,,,,
9.999999999999994e-05,4999,,,,,,,,
,4999,1.25203800328868e+30,1.25203800328868e+30,4.1346804909028147e+18,1.5155977514909696e+18,1.3886218881078395e+18,10.0,72,
,5036,,,,,,,72,4.501773613434667e+18
9.999999999999994e-05,5049,,,,,,,,
9.999999999999994e-05,5049,,,,,,,,
9.999999999999994e-05,5049,,,,,,,,
,5049,2.8047343019672433e+23,2.8046608032213246e+23,4.620252313519391e+18,1.4344039030209905e+18,1.2984949199790408e+18,11.0,73,
9.999999999999994e-05,5099,,,,,,,,
9.999999999999994e-05,5099,,,,,,,,
9.999999999999994e-05,5099,,,,,,,,
,5099,1.6702643038692227e+30,1.6702643038692227e+30,5.210420677286298e+18,1.3940306606827766e+18,1.406503658027221e+18,11.0,73,
,5105,,,,,,,73,4.510191199579013e+18
9.999999999999994e-05,5149,,,,,,,,
9.999999999999994e-05,5149,,,,,,,,
9.999999999999994e-05,5149,,,,,,,,
,5149,2.0855405987763146e+30,2.0855405987763146e+30,4.666354836072038e+18,1.4038399536699802e+18,1.2476673836449792e+18,11.0,74,
,5174,,,,,,,74,4.5048681889110426e+18
9.999999999999994e-05,5199,,,,,,,,
9.999999999999994e-05,5199,,,,,,,,
9.999999999999994e-05,5199,,,,,,,,
,5199,6.395819026356647e+29,6.395819026356647e+29,4.535177051564409e+18,1.4975604006762578e+18,1.1346107189942026e+18,11.0,75,
,5243,,,,,,,75,4.501509730644001e+18
9.999999999999994e-05,5249,,,,,,,,
9.999999999999994e-05,5249,,,,,,,,
9.999999999999994e-05,5249,,,,,,,,
,5249,6.400721220555184e+29,6.400721220555184e+29,4.481981579500978e+18,1.4281353123531325e+18,1.2337016618268754e+18,11.0,76,
9.999999999999994e-05,5299,,,,,,,,
9.999999999999994e-05,5299,,,,,,,,
9.999999999999994e-05,5299,,,,,,,,
,5299,3.9803882610811666e+27,3.9803882610811666e+27,5.271202779581383e+18,1.3744079515397652e+18,9.054729080825446e+17,11.0,76,
,5312,,,,,,,76,4.501542990870741e+18
9.999999999999994e-05,5349,,,,,,,,
9.999999999999994e-05,5349,,,,,,,,
9.999999999999994e-05,5349,,,,,,,,
,5349,6.976678973682033e+25,6.9766785125134315e+25,4.542235916214731e+18,1.396421136400515e+18,1.608364784477012e+18,11.0,77,
,5381,,,,,,,77,4.5020710313299804e+18
9.999999999999994e-05,5399,,,,,,,,
9.999999999999994e-05,5399,,,,,,,,
9.999999999999994e-05,5399,,,,,,,,
,5399,2.0876690637974736e+30,2.0876690637974736e+30,4.510338259259228e+18,1.3735866163538166e+18,1.0327923688493548e+18,11.0,78,
9.999999999999994e-05,5449,,,,,,,,
9.999999999999994e-05,5449,,,,,,,,
9.999999999999994e-05,5449,,,,,,,,
,5449,6.401683827739052e+29,6.401683827739052e+29,4.6103627561833595e+18,1.42522215629534e+18,1.5047833674370253e+18,11.0,78,
,5450,,,,,,,78,4.5036174944344474e+18
9.999999999999994e-05,5499,,,,,,,,
9.999999999999994e-05,5499,,,,,,,,
9.999999999999994e-05,5499,,,,,,,,
,5499,8.98419456370369e+28,8.98419456370369e+28,4.503785994591404e+18,1.3336212928295076e+18,9.893477094984253e+17,11.0,79,
,5519,,,,,,,79,4.501085594033586e+18
9.999999999999994e-05,5549,,,,,,,,
9.999999999999994e-05,5549,,,,,,,,
9.999999999999994e-05,5549,,,,,,,,
,5549,2.689501779165625e+23,2.6894304421475274e+23,4.528666293460533e+18,1.3959839430895206e+18,1.229087148964053e+18,11.0,80,
,5588,,,,,,,80,4.504958623742427e+18
9.999999999999994e-05,5599,,,,,,,,
9.999999999999994e-05,5599,,,,,,,,
9.999999999999994e-05,5599,,,,,,,,
,5599,6.391417780794612e+29,6.391417780794612e+29,4.5869294146163835e+18,1.4147439479215882e+18,9.206786728583496e+17,11.0,81,
9.999999999999994e-05,5649,,,,,,,,
9.999999999999994e-05,5649,,,,,,,,
9.999999999999994e-05,5649,,,,,,,,
,5649,3.9886771948502235e+27,3.9886771948502235e+27,4.648122184504443e+18,1.3663309391221228e+18,1.1427465552839311e+18,11.0,81,
,5657,,,,,,,81,4.499196083301253e+18
9.999999999999994e-05,5699,,,,,,,,
9.999999999999994e-05,5699,,,,,,,,
9.999999999999994e-05,5699,,,,,,,,
,5699,8.987795840383527e+28,8.987795840383527e+28,4.714656381880238e+18,1.3462933017785795e+18,1.0624347212978586e+18,11.0,82,
,5726,,,,,,,82,4.502540522795041e+18
9.999999999999994e-05,5749,,,,,,,,
9.999999999999994e-05,5749,,,,,,,,
9.999999999999994e-05,5749,,,,,,,,
,5749,6.963453580518387e+25,6.9634531193497855e+25,4.613770692473651e+18,1.334703487149146e+18,1.1529790915283517e+18,11.0,83,
,5795,,,,,,,83,4.5076282379746673e+18
9.999999999999994e-05,5799,,,,,,,,
9.999999999999994e-05,5799,,,,,,,,
9.999999999999994e-05,5799,,,,,,,,
,5799,6.965946657979949e+25,6.965946196811347e+25,5.204617454914896e+18,1.429737850550616e+18,1.0246212794680607e+18,11.0,84,
9.999999999999994e-05,5849,,,,,,,,
9.999999999999994e-05,5849,,,,,,,,
9.999999999999994e-05,5849,,,,,,,,
,5849,6.961583541837915e+25,6.961583080669313e+25,4.652156842422567e+18,1.4491945334378332e+18,1.2016836083481313e+18,11.0,84,
,5864,,,,,,,84,4.503888798928601e+18
9.999999999999994e-05,5899,,,,,,,,
9.999999999999994e-05,5899,,,,,,,,
9.999999999999994e-05,5899,,,,,,,,
,5899,2.0877730314179604e+30,2.0877730314179604e+30,4.5584784517360517e+18,1.3979867035195146e+18,1.1490998083471278e+18,11.0,85,
,5933,,,,,,,85,4.5014717974928425e+18
9.999999999999994e-05,5949,,,,,,,,
9.999999999999994e-05,5949,,,,,,,,
9.999999999999994e-05,5949,,,,,,,,
,5949,4.0003278632592733e+27,4.0003278632592733e+27,4.58901738719753e+18,1.5167881102669906e+18,1.0584612237140296e+18,11.0,86,
9.999999999999994e-05,5999,,,,,,,,
9.999999999999994e-05,5999,,,,,,,,
9.999999999999994e-05,5999,,,,,,,,
,5999,6.965447673552755e+25,6.9654472123841535e+25,5.201748829078028e+18,1.3536149497079398e+18,1.243405539136766e+18,11.0,86,
,6002,,,,,,,86,4.502155418847412e+18
9.999999999999994e-05,6049,,,,,,,,
9.999999999999994e-05,6049,,,,,,,,
9.999999999999994e-05,6049,,,,,,,,
,6049,6.975515906468186e+25,6.975515445299584e+25,4.744474587469709e+18,1.4959075598218035e+18,7.90470520167465e+17,11.0,87,
,6071,,,,,,,87,4.5034836288937656e+18
9.999999999999994e-05,6099,,,,,,,,
9.999999999999994e-05,6099,,,,,,,,
9.999999999999994e-05,6099,,,,,,,,
,6099,6.396353976031826e+29,6.396353976031826e+29,4.653483952957293e+18,1.3584261377131807e+18,9.305216383891538e+17,11.0,88,
,6140,,,,,,,88,4.500355518312743e+18
9.999999999999994e-05,6149,,,,,,,,
9.999999999999994e-05,6149,,,,,,,,
9.999999999999994e-05,6149,,,,,,,,
,6149,2.703068602827101e+23,2.7029949239371972e+23,4.627253453809254e+18,1.3801089193297838e+18,1.3543462623793644e+18,11.0,89,
9.999999999999994e-05,6199,,,,,,,,
9.999999999999994e-05,6199,,,,,,,,
9.999999999999994e-05,6199,,,,,,,,
,6199,2.6786407181602732e+23,2.6785684804222502e+23,4.5897559841334886e+18,1.3800867916582748e+18,1.2415106682852475e+18,11.0,89,
,6209,,,,,,,89,4.507797287887438e+18
9.999999999999994e-05,6249,,,,,,,,
9.999999999999994e-05,6249,,,,,,,,
9.999999999999994e-05,6249,,,,,,,,
,6249,2.46971674986272e+23,2.469644692268682e+23,4.656638451817382e+18,1.416915208508539e+18,1.1408050239077089e+18,11.0,90,
,6278,,,,,,,90,4.4962829272434606e+18
9.999999999999994e-05,6299,,,,,,,,
9.999999999999994e-05,6299,,,,,,,,
9.999999999999994e-05,6299,,,,,,,,
,6299,1.6767909921378672e+30,1.6767909921378672e+30,4.4895300017035674e+18,1.4344039030209905e+18,1.2984949199790408e+18,11.0,91,
,6347,,,,,,,91,4.4981625423711437e+18
9.999999999999994e-05,6349,,,,,,,,
9.999999999999994e-05,6349,,,,,,,,
9.999999999999994e-05,6349,,,,,,,,
,6349,8.994754719632684e+28,8.994754719632684e+28,4.654322330573472e+18,1.422696715525292e+18,8.99146455615275e+17,11.0,92,
9.999999999999994e-05,6399,,,,,,,,
9.999999999999994e-05,6399,,,,,,,,
9.999999999999994e-05,6399,,,,,,,,
,6399,1.6747315870041537e+30,1.6747315870041537e+30,4.610129659718271e+18,1.4185882528891535e+18,1.1950227669070643e+18,11.0,92,
,6416,,,,,,,92,4.504847573068022e+18
9.999999999999994e-05,6449,,,,,,,,
9.999999999999994e-05,6449,,,,,,,,
9.999999999999994e-05,6449,,,,,,,,
,6449,2.4706439186145547e+28,2.4706439186145547e+28,4.638901130238099e+18,1.4100410618116833e+18,1.2033187195775877e+18,12.0,93,
,6485,,,,,,,93,4.504420412800631e+18
9.999999999999994e-05,6499,,,,,,,,
9.999999999999994e-05,6499,,,,,,,,
9.999999999999994e-05,6499,,,,,,,,
,6499,2.0947136256640955e+30,2.0947136256640955e+30,6.113804719434498e+18,1.4280054325421015e+18,8.867453388434964e+17,12.0,94,
9.999999999999994e-05,6549,,,,,,,,
9.999999999999994e-05,6549,,,,,,,,
9.999999999999994e-05,6549,,,,,,,,
,6549,1.6275677588384398e+25,1.627567067085537e+25,4.628881280774177e+18,1.472928041679192e+18,1.3260174827286692e+18,12.0,94,
,6554,,,,,,,94,4.503850316021629e+18
9.999999999999994e-05,6599,,,,,,,,
9.999999999999994e-05,6599,,,,,,,,
9.999999999999994e-05,6599,,,,,,,,
,6599,1.2260849809519938e+27,1.2260849809519938e+27,4.553514706492457e+18,1.4156366139243889e+18,1.4058399653209047e+18,12.0,95,
,6623,,,,,,,95,4.5060749029225267e+18
9.999999999999994e-05,6649,,,,,,,,
9.999999999999994e-05,6649,,,,,,,,
9.999999999999994e-05,6649,,,,,,,,
,6649,2.17594860503892e+30,2.17594860503892e+30,4.587558885023285e+18,1.416383869514416e+18,1.4484911208739635e+18,12.0,96,
,6692,,,,,,,96,4.50412546880648e+18
9.999999999999994e-05,6699,,,,,,,,
9.999999999999994e-05,6699,,,,,,,,
9.999999999999994e-05,6699,,,,,,,,
,6699,1.0756483970941242e+30,1.0756483970941242e+30,5.281930714533593e+18,1.4600255476051476e+18,1.1715580892586967e+18,12.0,97,
9.999999999999994e-05,6749,,,,,,,,
9.999999999999994e-05,6749,,,,,,,,
9.999999999999994e-05,6749,,,,,,,,
,6749,2.0958608962669097e+30,2.0958608962669097e+30,6.13894560255941e+18,1.4138750588577382e+18,8.717708838263849e+17,12.0,97,
,6761,,,,,,,97,4.502219740277637e+18
9.999999999999994e-05,6799,,,,,,,,
9.999999999999994e-05,6799,,,,,,,,
9.999999999999994e-05,6799,,,,,,,,
,6799,2.8082222866424913e+29,2.8082222866424913e+29,4.596337385859449e+18,1.4717324602229391e+18,1.2168945270846915e+18,12.0,98,
,6830,,,,,,,98,4.504665878771532e+18
9.999999999999994e-05,6849,,,,,,,,
9.999999999999994e-05,6849,,,,,,,,
9.999999999999994e-05,6849,,,,,,,,
,6849,1.0777156602456652e+30,1.0777156602456652e+30,5.272782228034683e+18,1.4157057457179853e+18,1.2404921082010665e+18,12.0,99,
9.999999999999994e-05,6899,,,,,,,,
9.999999999999994e-05,6899,,,,,,,,
9.999999999999994e-05,6899,,,,,,,,
,6899,1.0049820398714132e+23,1.0049090815574498e+23,4.5688649883278377e+18,1.441913979755561e+18,1.2862441614223606e+18,12.0,99,
,6899,,,,,,,99,4.503957518405337e+18
9.999999999999994e-05,6949,,,,,,,,
9.999999999999994e-05,6949,,,,,,,,
9.999999999999994e-05,6949,,,,,,,,
,6949,1.226551757364035e+27,1.226551757364035e+27,4.623010988193481e+18,1.4515063940741857e+18,8.892351829245952e+17,12.0,100,
,6968,,,,,,,100,4.5056386716842066e+18
9.999999999999994e-05,6999,,,,,,,,
9.999999999999994e-05,6999,,,,,,,,
9.999999999999994e-05,6999,,,,,,,,
,6999,1.0733384420842955e+30,1.0733384420842955e+30,5.24552588453793e+18,1.4514101868067553e+18,1.264367316003455e+18,12.0,101,
,7037,,,,,,,101,4.499937154138374e+18
9.999999999999994e-05,7049,,,,,,,,
9.999999999999994e-05,7049,,,,,,,,
9.999999999999994e-05,7049,,,,,,,,
,7049,9.09096080349053e+22,9.090081700843268e+22,6.106695827005112e+18,1.4717324602229391e+18,1.2168945270846915e+18,12.0,102,
9.999999999999994e-05,7099,,,,,,,,
9.999999999999994e-05,7099,,,,,,,,
9.999999999999994e-05,7099,,,,,,,,
,7099,1.0765600782778411e+30,1.0765600782778411e+30,5.301782946728903e+18,1.5185188790080635e+18,1.0093182079131976e+18,12.0,102,
,7106,,,,,,,102,4.5043044143239004e+18
9.999999999999994e-05,7149,,,,,,,,
9.999999999999994e-05,7149,,,,,,,,
9.999999999999994e-05,7149,,,,,,,,
,7149,2.169627736391065e+30,2.169627736391065e+30,5.198959917834174e+18,1.4772921407687885e+18,1.3365668844803195e+18,12.0,103,
,7175,,,,,,,103,4.4995418797081887e+18
9.999999999999994e-05,7199,,,,,,,,
9.999999999999994e-05,7199,,,,,,,,
9.999999999999994e-05,7199,,,,,,,,
,7199,1.2251897973555848e+27,1.2251897973555848e+27,5.266404510837768e+18,1.4652376450376663e+18,1.5497359382659727e+18,12.0,104,
,7244,,,,,,,104,4.508787672986157e+18
9.999999999999994e-05,7249,,,,,,,,
9.999999999999994e-05,7249,,,,,,,,
9.999999999999994e-05,7249,,,,,,,,
,7249,2.1762020261138568e+30,2.1762020261138568e+30,5.272182444441731e+18,1.36071174750942e+18,1.1531831883742577e+18,12.0,105,
9.999999999999994e-05,7299,,,,,,,,
9.999999999999994e-05,7299,,,,,,,,
9.999999999999994e-05,7299,,,,,,,,
,7299,9.968898819889613e+22,9.968097179155941e+22,5.282609662963745e+18,1.46583591680213e+18,1.267734845241426e+18,12.0,105,
,7313,,,,,,,105,4.4983648525106545e+18
9.999999999999994e-05,7349,,,,,,,,
9.999999999999994e-05,7349,,,,,,,,
9.999999999999994e-05,7349,,,,,,,,
,7349,2.4507726726912875e+28,2.4507726726912875e+28,5.18035838011546e+18,1.479439486977835e+18,1.2119118152655176e+18,12.0,106,
,7382,,,,,,,106,4.4981248840978924e+18
9.999999999999994e-05,7399,,,,,,,,
9.999999999999994e-05,7399,,,,,,,,
9.999999999999994e-05,7399,,,,,,,,
,7399,1.0763654412208831e+30,1.0763654412208831e+30,4.607381430404645e+18,1.5059918681549046e+18,9.068965007626076e+17,12.0,107,
9.999999999999994e-05,7449,,,,,,,,
9.999999999999994e-05,7449,,,,,,,,
9.999999999999994e-05,7449,,,,,,,,
,7449,1.2213149480824377e+27,1.2213149480824377e+27,6.146775774616617e+18,1.4144676956251095e+18,7.830503285084652e+17,12.0,107,
,7451,,,,,,,107,4.499927533411631e+18
9.999999999999994e-05,7499,,,,,,,,
9.999999999999994e-05,7499,,,,,,,,
9.999999999999994e-05,7499,,,,,,,,
,7499,2.0933487484137505e+30,2.0933487484137505e+30,6.160220602801062e+18,1.4837137009918607e+18,1.1551922709961114e+18,12.0,108,
,7520,,,,,,,108,4.5029250769868554e+18
9.999999999999994e-05,7549,,,,,,,,
9.999999999999994e-05,7549,,,,,,,,
9.999999999999994e-05,7549,,,,,,,,
,7549,9.426317746862972e+22,9.425519709009002e+22,5.276709133813285e+18,1.4445119882930422e+18,1.2626614237129605e+18,12.0,109,
,7589,,,,,,,109,4.5004465028999414e+18
9.999999999999994e-05,7599,,,,,,,,
9.999999999999994e-05,7599,,,,,,,,
9.999999999999994e-05,7599,,,,,,,,
,7599,2.172232820416607e+30,2.172232820416607e+30,6.129439774781473e+18,1.415805526398206e+18,1.1052409079904338e+18,12.0,110,
9.999999999999994e-05,7649,,,,,,,,
9.999999999999994e-05,7649,,,,,,,,
9.999999999999994e-05,7649,,,,,,,,
,7649,2.0942865726183166e+30,2.0942865726183166e+30,5.21556364292522e+18,1.3600303251781059e+18,1.1187587162591724e+18,12.0,110,
,7658,,,,,,,110,4.5054616503121347e+18
9.999999999999994e-05,7699,,,,,,,,
9.999999999999994e-05,7699,,,,,,,,
9.999999999999994e-05,7699,,,,,,,,
,7699,1.6997603599845572e+25,1.699759552939504e+25,5.231410354260541e+18,1.4423078797962117e+18,1.380746361195987e+18,12.0,111,
,7727,,,,,,,111,4.5043033148122726e+18
9.999999999999994e-05,7749,,,,,,,,
9.999999999999994e-05,7749,,,,,,,,
9.999999999999994e-05,7749,,,,,,,,
,7749,2.806084754677685e+29,2.806084754677685e+29,6.131666285827719e+18,1.3979867035195146e+18,1.1490998083471278e+18,12.0,112,
,7796,,,,,,,112,4.501081195987075e+18
9.999999999999994e-05,7799,,,,,,,,
9.999999999999994e-05,7799,,,,,,,,
9.999999999999994e-05,7799,,,,,,,,
,7799,2.0972945311732452e+30,2.0972945311732452e+30,6.080248174310588e+18,1.403374860251431e+18,1.3626675038173266e+18,12.0,113,
9.999999999999994e-05,7849,,,,,,,,
9.999999999999994e-05,7849,,,,,,,,
9.999999999999994e-05,7849,,,,,,,,
,7849,1.741686811668187e+25,1.7416860046231338e+25,6.14842064401177e+18,1.4147439479215882e+18,9.206786728583496e+17,12.0,113,
,7865,,,,,,,113,4.505660387038855e+18
9.999999999999994e-05,7899,,,,,,,,
9.999999999999994e-05,7899,,,,,,,,
9.999999999999994e-05,7899,,,,,,,,
,7899,1.0742407540929104e+30,1.0742407540929104e+30,4.633654810506166e+18,1.3919656404068598e+18,1.1292749952230359e+18,12.0,114,
,7934,,,,,,,114,4.5054039259516764e+18
9.999999999999994e-05,7949,,,,,,,,
9.999999999999994e-05,7949,,,,,,,,
9.999999999999994e-05,7949,,,,,,,,
,7949,1.2271184413419793e+27,1.2271184413419793e+27,5.249133382188663e+18,1.4130537236717896e+18,1.3589020888090542e+18,12.0,115,
9.999999999999994e-05,7999,,,,,,,,
9.999999999999994e-05,7999,,,,,,,,
9.999999999999994e-05,7999,,,,,,,,
,7999,1.0372117198603335e+28,1.0372117198603335e+28,5.06412625716419e+18,1.494550487595221e+18,1.2022384494032978e+18,13.0,115,
,8003,,,,,,,115,4.505420693504e+18
9.999999999999994e-05,8049,,,,,,,,
9.999999999999994e-05,8049,,,,,,,,
9.999999999999994e-05,8049,,,,,,,,
,8049,4.041777549618946e+26,4.041777549618946e+26,4.717468932624089e+18,1.415805526398206e+18,1.1052409079904338e+18,13.0,116,
,8072,,,,,,,116,4.49827799109206e+18
9.999999999999994e-05,8099,,,,,,,,
9.999999999999994e-05,8099,,,,,,,,
9.999999999999994e-05,8099,,,,,,,,
,8099,4.045666861139447e+26,4.045666861139447e+26,5.031355313098326e+18,1.410113217262256e+18,1.327196159193645e+18,13.0,117,
,8141,,,,,,,117,4.5077590798583726e+18
9.999999999999994e-05,8149,,,,,,,,
9.999999999999994e-05,8149,,,,,,,,
9.999999999999994e-05,8149,,,,,,,,
,8149,6.62467321748152e+29,6.62467321748152e+29,5.365561767965491e+18,1.4588663874715648e+18,1.2672292073316024e+18,13.0,118,
9.999999999999994e-05,8199,,,,,,,,
9.999999999999994e-05,8199,,,,,,,,
9.999999999999994e-05,8199,,,,,,,,
,8199,5.087938526502079e+22,5.08717696780509e+22,4.634873619145556e+18,1.391117779502891e+18,1.5890313843310592e+18,13.0,118,
,8210,,,,,,,118,4.5074311505153884e+18
9.999999999999994e-05,8249,,,,,,,,
9.999999999999994e-05,8249,,,,,,,,
9.999999999999994e-05,8249,,,,,,,,
,8249,1.4798831191434933e+30,1.4798831191434933e+30,5.109298592879739e+18,1.3801089193297838e+18,1.3543462623793644e+18,13.0,119,
,8279,,,,,,,119,4.505301671370293e+18
9.999999999999994e-05,8299,,,,,,,,
9.999999999999994e-05,8299,,,,,,,,
9.999999999999994e-05,8299,,,,,,,,
,8299,6.636927191820588e+29,6.636927191820588e+29,4.660484543491342e+18,1.410170529305854e+18,1.2629714859919933e+18,13.0,120,
,8348,,,,,,,120,4.5069850236724183e+18
9.999999999999994e-05,8349,,,,,,,,
9.999999999999994e-05,8349,,,,,,,,
9.999999999999994e-05,8349,,,,,,,,
,8349,5.273988982508195e+22,5.273291374925915e+22,4.5718608826356204e+18,1.3735866163538166e+18,1.0327923688493548e+18,13.0,121,
9.999999999999994e-05,8399,,,,,,,,
9.999999999999994e-05,8399,,,,,,,,
9.999999999999994e-05,8399,,,,,,,,
,8399,1.0403041615516407e+28,1.0403041615516407e+28,4.653592804608442e+18,1.4645093560232182e+18,1.345544809237971e+18,13.0,121,
,8417,,,,,,,121,4.501787357330014e+18
9.999999999999994e-05,8449,,,,,,,,
9.999999999999994e-05,8449,,,,,,,,
9.999999999999994e-05,8449,,,,,,,,
,8449,2.101795210883943e+30,2.101795210883943e+30,4.688321978883375e+18,1.390276515668689e+18,1.4914119316537344e+18,13.0,122,
,8486,,,,,,,122,4.5104256704336364e+18
9.999999999999994e-05,8499,,,,,,,,
9.999999999999994e-05,8499,,,,,,,,
9.999999999999994e-05,8499,,,,,,,,
,8499,1.039886822413717e+28,1.039886822413717e+28,5.382409584637903e+18,1.46571043503761e+18,1.272626435034448e+18,13.0,123,
9.999999999999994e-05,8549,,,,,,,,
9.999999999999994e-05,8549,,,,,,,,
9.999999999999994e-05,8549,,,,,,,,
,8549,4.517719763282191e+22,4.516994233382221e+22,4.691684285441114e+18,1.3840924499572163e+18,1.182176210487083e+18,13.0,123,
,8555,,,,,,,123,4.500531715051094e+18
9.999999999999994e-05,8599,,,,,,,,
9.999999999999994e-05,8599,,,,,,,,
9.999999999999994e-05,8599,,,,,,,,
,8599,1.47608966103727e+30,1.47608966103727e+30,4.710525516694684e+18,1.4950349599062098e+18,1.485116677828903e+18,13.0,124,
,8624,,,,,,,124,4.504189790236705e+18
9.999999999999994e-05,8649,,,,,,,,
9.999999999999994e-05,8649,,,,,,,,
9.999999999999994e-05,8649,,,,,,,,
,8649,6.636189747070623e+29,6.636189747070623e+29,4.659037586189189e+18,1.390276515668689e+18,1.4914119316537344e+18,13.0,125,
,8693,,,,,,,125,4.5018843892311654e+18
9.999999999999994e-05,8699,,,,,,,,
9.999999999999994e-05,8699,,,,,,,,
9.999999999999994e-05,8699,,,,,,,,
,8699,6.63375905059456e+29,6.63375905059456e+29,4.684848621651231e+18,1.3536149497079398e+18,1.243405539136766e+18,13.0,126,
9.999999999999994e-05,8749,,,,,,,,
9.999999999999994e-05,8749,,,,,,,,
9.999999999999994e-05,8749,,,,,,,,
,8749,1.0403548089321695e+28,1.0403548089321695e+28,4.662722049653866e+18,1.3665080979331482e+18,8.091736252727951e+17,13.0,126,
,8762,,,,,,,126,4.5085735430966477e+18
9.999999999999994e-05,8799,,,,,,,,
9.999999999999994e-05,8799,,,,,,,,
9.999999999999994e-05,8799,,,,,,,,
,8799,6.635842936476121e+29,6.635842936476121e+29,4.6091593407067587e+18,1.4361936330731028e+18,1.2979319700256195e+18,13.0,127,
,8831,,,,,,,127,4.505591942440026e+18
9.999999999999994e-05,8849,,,,,,,,
9.999999999999994e-05,8849,,,,,,,,
9.999999999999994e-05,8849,,,,,,,,
,8849,1.0393003044965447e+28,1.0393003044965447e+28,5.035203054039728e+18,1.403374860251431e+18,1.3626675038173266e+18,13.0,128,
9.999999999999994e-05,8899,,,,,,,,
9.999999999999994e-05,8899,,,,,,,,
9.999999999999994e-05,8899,,,,,,,,
,8899,1.1948745125921802e+29,1.1948745125921802e+29,5.063447858489852e+18,1.4021112465132093e+18,1.1202811275467817e+18,13.0,128,
,8900,,,,,,,128,4.5093250592942326e+18
9.999999999999994e-05,8949,,,,,,,,
9.999999999999994e-05,8949,,,,,,,,
9.999999999999994e-05,8949,,,,,,,,
,8949,2.1973804419690482e+30,2.1973804419690482e+30,4.625041786169983e+18,1.355460205097255e+18,9.057145257627484e+17,13.0,129,
,8969,,,,,,,129,4.503546575934456e+18
9.999999999999994e-05,8999,,,,,,,,
9.999999999999994e-05,8999,,,,,,,,
9.999999999999994e-05,8999,,,,,,,,
,8999,1.4777345557305832e+30,1.4777345557305832e+30,4.668349350164824e+18,1.449592831524995e+18,1.2272079461532303e+18,13.0,130,
,9038,,,,,,,130,4.50054106089993e+18
9.999999999999994e-05,9049,,,,,,,,
9.999999999999994e-05,9049,,,,,,,,
9.999999999999994e-05,9049,,,,,,,,
,9049,4.733367425679423e+22,4.7326216295811306e+22,4.724614108937191e+18,1.3801089193297838e+18,1.3543462623793644e+18,13.0,131,
9.999999999999994e-05,9099,,,,,,,,
9.999999999999994e-05,9099,,,,,,,,
9.999999999999994e-05,9099,,,,,,,,
,9099,1.4787740808197243e+30,1.4787740808197243e+30,5.118828060157673e+18,1.399005675920556e+18,9.409943492047667e+17,13.0,131,
,9107,,,,,,,131,4.501739528574206e+18
9.999999999999994e-05,9149,,,,,,,,
9.999999999999994e-05,9149,,,,,,,,
9.999999999999994e-05,9149,,,,,,,,
,9149,6.441854943888132e+24,6.441847449898352e+24,5.366451272872362e+18,1.3400960419275735e+18,1.1030280721200579e+18,13.0,132,
,9176,,,,,,,132,4.5055608812365414e+18
9.999999999999994e-05,9199,,,,,,,,
9.999999999999994e-05,9199,,,,,,,,
9.999999999999994e-05,9199,,,,,,,,
,9199,4.0365261305160424e+26,4.0365261305160424e+26,4.668706691443851e+18,1.410170529305854e+18,1.2629714859919933e+18,13.0,133,
