lr-Adam,step,train_loss,L_comp,L_IC,L_phys,L_obs,N_steps,lambda_reg,epoch,val_loss
,4499,1.714473021889146e+25,1.7143698354144838e+25,5.619789703047765e+20,2.172094368608231e+20,2.5362732025853143e+20,10.0,1.0,65,
9.999999999999994e-05,4549,,,,,,,,,
9.999999999999994e-05,4549,,,,,,,,,
9.999999999999994e-05,4549,,,,,,,,,
,4549,1.6934227504737334e+25,1.6933289026632584e+25,5.506157903105952e+20,2.1585626350247268e+20,1.7179190125618686e+20,10.0,1.0,65,
,4553,,,,,,,,65,5.6586747673929004e+20
9.999999999999994e-05,4599,,,,,,,,,
9.999999999999994e-05,4599,,,,,,,,,
9.999999999999994e-05,4599,,,,,,,,,
,4599,8.147158550466839e+25,8.147050637014008e+25,5.6006272384770245e+20,2.1736934983196685e+20,2.991640957001767e+20,10.0,1.0,66,
,4622,,,,,,,,66,5.6572976510693435e+20
9.999999999999994e-05,4649,,,,,,,,,
9.999999999999994e-05,4649,,,,,,,,,
9.999999999999994e-05,4649,,,,,,,,,
,4649,1.2127244662887277e+22,1.1238132765452726e+22,5.552470036555319e+20,2.1570328185263043e+20,1.1816193738183121e+20,10.0,1.0,67,
,4691,,,,,,,,67,5.6606366479805737e+20
9.999999999999994e-05,4699,,,,,,,,,
9.999999999999994e-05,4699,,,,,,,,,
9.999999999999994e-05,4699,,,,,,,,,
,4699,7.899391568609411e+23,7.88987203986106e+23,5.5052526092121067e+20,2.171489901095745e+20,1.8425971220428305e+20,10.0,1.0,68,
9.999999999999994e-05,4749,,,,,,,,,
9.999999999999994e-05,4749,,,,,,,,,
9.999999999999994e-05,4749,,,,,,,,,
,4749,1.7057718080017278e+25,1.7056894894062988e+25,5.559171252063358e+20,2.1589269691977066e+20,5.167338293272825e+19,10.0,1.0,68,
,4760,,,,,,,,68,5.6600800312141283e+20
9.999999999999994e-05,4799,,,,,,,,,
9.999999999999994e-05,4799,,,,,,,,,
9.999999999999994e-05,4799,,,,,,,,,
,4799,1.0416060326171304e+21,4.564797125158555e+19,5.630261275868843e+20,2.1579835002601446e+20,2.171335793545996e+20,10.0,1.0,69,
,4829,,,,,,,,69,5.6606472032922e+20
9.999999999999994e-05,4849,,,,,,,,,
9.999999999999994e-05,4849,,,,,,,,,
9.999999999999994e-05,4849,,,,,,,,,
,4849,1.5014016216811848e+26,1.5013901846998591e+26,5.576904879283571e+20,2.1709950329023155e+20,3.679460598810065e+20,10.0,1.0,70,
,4898,,,,,,,,70,5.659469934202108e+20
9.999999999999994e-05,4899,,,,,,,,,
9.999999999999994e-05,4899,,,,,,,,,
9.999999999999994e-05,4899,,,,,,,,,
,4899,8.740541120804385e+20,4.625572850286199e+19,5.5780128351606486e+20,2.1661795238163775e+20,5.33792312427576e+19,10.0,1.0,71,
9.999999999999994e-05,4949,,,,,,,,,
9.999999999999994e-05,4949,,,,,,,,,
9.999999999999994e-05,4949,,,,,,,,,
,4949,1.1201077851406163e+21,4.6719621254713704e+19,5.528822971918136e+20,2.1733453489578495e+20,3.031712790217459e+20,10.0,1.0,71,
,4967,,,,,,,,71,5.658958705275657e+20
9.999999999999994e-05,4999,,,,,,,,,
9.999999999999994e-05,4999,,,,,,,,,
9.999999999999994e-05,4999,,,,,,,,,
,4999,1.5038051402002688e+26,1.5037958245945116e+26,5.5373629227115374e+20,2.1755121785129402e+20,1.531696575344982e+20,10.0,1.0,72,
,5036,,,,,,,,72,5.658903465811478e+20
9.999999999999994e-05,5049,,,,,,,,,
9.999999999999994e-05,5049,,,,,,,,,
9.999999999999994e-05,5049,,,,,,,,,
,5049,4.327230768450361e+25,4.327144529921816e+25,5.579620760965108e+20,2.164626661554237e+20,8.87667490999375e+19,11.0,1.0,73,
9.999999999999994e-05,5099,,,,,,,,,
9.999999999999994e-05,5099,,,,,,,,,
9.999999999999994e-05,5099,,,,,,,,,
,5099,1.166059552437304e+26,1.1660512514024709e+26,5.520500108700523e+20,2.1662133008135828e+20,6.877925938222544e+19,11.0,1.0,73,
,5105,,,,,,,,73,5.6591655893835396e+20
9.999999999999994e-05,5149,,,,,,,,,
9.999999999999994e-05,5149,,,,,,,,,
9.999999999999994e-05,5149,,,,,,,,,
,5149,1.4982169757842996e+26,1.4982056310366943e+26,5.543183825229914e+20,2.1707661585618777e+20,3.58766773862379e+20,11.0,1.0,74,
,5174,,,,,,,,74,5.6609304374875154e+20
9.999999999999994e-05,5199,,,,,,,,,
9.999999999999994e-05,5199,,,,,,,,,
9.999999999999994e-05,5199,,,,,,,,,
,5199,4.328380922943357e+25,4.328286844548581e+25,5.527825143125697e+20,2.1648826278611832e+20,1.728396214882481e+20,11.0,1.0,75,
,5243,,,,,,,,75,5.6601869917052784e+20
9.999999999999994e-05,5249,,,,,,,,,
9.999999999999994e-05,5249,,,,,,,,,
9.999999999999994e-05,5249,,,,,,,,,
,5249,9.436302227236853e+20,1.8548050876069577e+19,5.5436127227256766e+20,2.1755121785129402e+20,1.531696575344982e+20,11.0,1.0,76,
9.999999999999994e-05,5299,,,,,,,,,
9.999999999999994e-05,5299,,,,,,,,,
9.999999999999994e-05,5299,,,,,,,,,
,5299,4.339772248577474e+25,4.339663412787439e+25,5.5238179949885e+20,2.1719467701673184e+20,3.179321786441736e+20,11.0,1.0,76,
,5312,,,,,,,,76,5.65820329680691e+20
9.999999999999994e-05,5349,,,,,,,,,
9.999999999999994e-05,5349,,,,,,,,,
9.999999999999994e-05,5349,,,,,,,,,
,5349,4.2980711029760024e+21,3.3041641013872364e+21,5.6129044732737015e+20,2.1597330431622617e+20,2.1664330272172776e+20,11.0,1.0,77,
,5381,,,,,,,,77,5.6588031903510246e+20
9.999999999999994e-05,5399,,,,,,,,,
9.999999999999994e-05,5399,,,,,,,,,
9.999999999999994e-05,5399,,,,,,,,,
,5399,1.0310484691906671e+21,1.8358530255813083e+19,5.562441991292736e+20,2.167810319462695e+20,2.3966468367005516e+20,11.0,1.0,78,
9.999999999999994e-05,5449,,,,,,,,,
9.999999999999994e-05,5449,,,,,,,,,
9.999999999999994e-05,5449,,,,,,,,,
,5449,4.330226058519329e+25,4.330107999357258e+25,5.5316444067159396e+20,2.167925548281286e+20,4.113193834672816e+20,11.0,1.0,78,
,5450,,,,,,,,78,5.6582835171752726e+20
9.999999999999994e-05,5499,,,,,,,,,
9.999999999999994e-05,5499,,,,,,,,,
9.999999999999994e-05,5499,,,,,,,,,
,5499,4.329174132938526e+25,4.329061146631075e+25,5.6249424543401745e+20,2.1645575242630824e+20,3.517220533296368e+20,11.0,1.0,79,
,5519,,,,,,,,79,5.661224226994457e+20
9.999999999999994e-05,5549,,,,,,,,,
9.999999999999994e-05,5549,,,,,,,,,
9.999999999999994e-05,5549,,,,,,,,,
,5549,1.1673075669076108e+26,1.167299358106498e+26,5.5703324385773774e+20,2.1695271408987695e+20,4.676257697498766e+19,11.0,1.0,80,
